#                                                                                            --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                     accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                             ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
HWI-ST185:476:D28N0ACXX:7:2313:7808:73430_1_93_-   -          GD_AH_C              PF04295.11     0.003   22.3   0.0     0.003   22.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:10670:93189_1_93_+  -          GD_AH_C              PF04295.11    0.0043   21.8   0.0    0.0044   21.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:5165:37693_1_93_+   -          GD_AH_C              PF04295.11    0.0051   21.6   0.1    0.0051   21.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5098:80229_1_90_-   -          GD_AH_C              PF04295.11    0.0071   21.1   0.1    0.0072   21.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:14312:84233_1_93_-  -          GD_AH_C              PF04295.11     0.011   20.5   0.0     0.011   20.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13841:78381_1_93_-  -          GD_AH_C              PF04295.11     0.021   19.6   0.0     0.021   19.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:7140:69885_1_93_-   -          Glycos_transf_1      PF00534.18   6.8e-10   44.6   0.4   6.9e-10   44.6   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15230:11607_1_93_+  -          Glycos_transf_1      PF00534.18     2e-08   39.9   0.1     2e-08   39.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:8986:73386_1_93_+   -          Glycos_transf_1      PF00534.18   2.9e-08   39.3   0.1   2.9e-08   39.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6551:9748_1_93_+    -          Glycos_transf_1      PF00534.18   6.1e-08   38.3   0.1   6.1e-08   38.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:18380:97810_1_90_+  -          Glycos_transf_1      PF00534.18   8.2e-08   37.8   0.2   8.2e-08   37.8   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:17246:32389_1_93_+  -          Glycos_transf_1      PF00534.18   1.2e-07   37.3   0.0   1.2e-07   37.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:1210:2687_1_93_-    -          Glycos_transf_1      PF00534.18   3.6e-07   35.8   0.1   3.6e-07   35.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:14541:59677_1_74_+  -          Glycos_transf_1      PF00534.18   4.1e-07   35.6   0.2   4.2e-07   35.5   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:2302:2440_1_93_+    -          Glycos_transf_1      PF00534.18   5.5e-07   35.1   0.1   5.5e-07   35.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:12649:15126_1_93_+  -          Glycos_transf_1      PF00534.18     1e-06   34.3   0.3     1e-06   34.3   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:4416:92135_1_89_+   -          Glycos_transf_1      PF00534.18   1.2e-06   34.0   0.2   1.3e-06   34.0   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3531:50767_1_93_-   -          Glycos_transf_1      PF00534.18   1.8e-06   33.5   1.3   1.8e-06   33.5   1.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:10193:97709_1_93_-  -          Glycos_transf_1      PF00534.18   1.8e-06   33.5   0.0   1.8e-06   33.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17147:7186_1_93_+   -          Glycos_transf_1      PF00534.18   2.1e-06   33.2   0.1   2.2e-06   33.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17455:30230_1_93_-  -          Glycos_transf_1      PF00534.18   2.5e-06   33.0   0.1   2.5e-06   33.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:10722:94856_1_93_+  -          Glycos_transf_1      PF00534.18   2.8e-06   32.9   0.3   2.8e-06   32.9   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:10851:75384_1_84_-  -          Glycos_transf_1      PF00534.18   2.8e-06   32.8   0.2   2.9e-06   32.8   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11068:58090_1_93_-  -          Glycos_transf_1      PF00534.18   3.8e-06   32.4   0.1   3.9e-06   32.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20632:91391_1_93_-  -          Glycos_transf_1      PF00534.18   3.9e-06   32.4   0.0   3.9e-06   32.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:8042:61609_1_93_+   -          Glycos_transf_1      PF00534.18   4.1e-06   32.3   0.1   4.2e-06   32.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18350:66137_1_93_-  -          Glycos_transf_1      PF00534.18   4.9e-06   32.1   0.1   4.9e-06   32.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17572:60445_1_93_+  -          Glycos_transf_1      PF00534.18   5.8e-06   31.8   0.0   5.8e-06   31.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:19551:28059_1_93_+  -          Glycos_transf_1      PF00534.18   6.8e-06   31.6   0.2   6.9e-06   31.6   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6015:35073_1_93_-   -          Glycos_transf_1      PF00534.18   7.7e-06   31.4   0.1   7.9e-06   31.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:5355:71623_1_93_+   -          Glycos_transf_1      PF00534.18   7.7e-06   31.4   0.0   7.8e-06   31.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:14864:59190_1_93_+  -          Glycos_transf_1      PF00534.18   1.3e-05   30.7   0.1   1.3e-05   30.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8608:52821_1_93_+   -          Glycos_transf_1      PF00534.18   1.4e-05   30.6   0.1   1.4e-05   30.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8129:33756_1_93_+   -          Glycos_transf_1      PF00534.18   1.4e-05   30.5   0.0   1.4e-05   30.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:9836:96954_1_93_-   -          Glycos_transf_1      PF00534.18   1.5e-05   30.5   0.0   1.5e-05   30.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19472:91073_1_93_-  -          Glycos_transf_1      PF00534.18   1.6e-05   30.4   0.1   1.6e-05   30.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19046:62274_1_93_+  -          Glycos_transf_1      PF00534.18   1.9e-05   30.1   0.2   1.9e-05   30.1   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:2251:63731_1_93_+   -          Glycos_transf_1      PF00534.18   2.3e-05   29.8   0.0   2.3e-05   29.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19767:31864_1_93_-  -          Glycos_transf_1      PF00534.18   2.5e-05   29.8   0.1   2.5e-05   29.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:5903:14133_1_93_+   -          Glycos_transf_1      PF00534.18   2.6e-05   29.7   0.1   2.6e-05   29.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:11577:46879_1_93_+  -          Glycos_transf_1      PF00534.18     3e-05   29.5   0.2     3e-05   29.5   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:3686:77302_1_93_+   -          Glycos_transf_1      PF00534.18   3.3e-05   29.4   0.2   3.4e-05   29.3   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:2635:46930_1_93_+   -          Glycos_transf_1      PF00534.18   4.2e-05   29.0   0.0   4.2e-05   29.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11896:72935_1_93_-  -          Glycos_transf_1      PF00534.18   4.2e-05   29.0   0.1   4.2e-05   29.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9025:95817_1_93_-   -          Glycos_transf_1      PF00534.18   4.6e-05   28.9   0.3   4.7e-05   28.9   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:13787:38339_1_93_-  -          Glycos_transf_1      PF00534.18     5e-05   28.8   0.1   5.6e-05   28.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:9920:75519_1_93_+   -          Glycos_transf_1      PF00534.18   5.3e-05   28.7   0.1   5.3e-05   28.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:1930:70965_1_86_-   -          Glycos_transf_1      PF00534.18   5.8e-05   28.6   0.9   5.8e-05   28.6   0.9   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17221:39351_1_78_+  -          Glycos_transf_1      PF00534.18   7.1e-05   28.3   0.0   7.1e-05   28.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:20240:97083_1_93_+  -          Glycos_transf_1      PF00534.18   7.3e-05   28.2   0.0   7.4e-05   28.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:19236:93336_1_93_-  -          Glycos_transf_1      PF00534.18   7.6e-05   28.2   0.0   7.6e-05   28.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16690:39048_1_93_-  -          Glycos_transf_1      PF00534.18   7.8e-05   28.1   0.2   7.9e-05   28.1   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16635:12344_1_93_-  -          Glycos_transf_1      PF00534.18   8.3e-05   28.1   0.0   8.3e-05   28.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18956:64218_1_93_-  -          Glycos_transf_1      PF00534.18   8.9e-05   28.0   0.1   8.9e-05   28.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6061:94984_1_93_+   -          Glycos_transf_1      PF00534.18   9.6e-05   27.8   0.6   9.6e-05   27.8   0.6   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:19803:10940_1_93_-  -          Glycos_transf_1      PF00534.18    0.0001   27.8   0.8    0.0001   27.7   0.8   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:13932:70938_1_93_-  -          Glycos_transf_1      PF00534.18   0.00011   27.6   0.0   0.00011   27.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19544:42575_1_93_+  -          Glycos_transf_1      PF00534.18   0.00014   27.3   0.3   0.00015   27.2   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6617:95823_1_93_+   -          Glycos_transf_1      PF00534.18   0.00015   27.2   0.1   0.00015   27.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18957:17439_1_93_+  -          Glycos_transf_1      PF00534.18    0.0002   26.8   0.2    0.0002   26.8   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:12305:100548_1_93_- -          Glycos_transf_1      PF00534.18    0.0002   26.8   0.0    0.0002   26.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:14704:80177_1_93_-  -          Glycos_transf_1      PF00534.18   0.00024   26.6   0.0   0.00025   26.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:7345:77395_1_93_- -          Glyco_transf_4       PF13439.4    1.3e-05   31.1   0.0   1.4e-05   31.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:6538:46070_1_93_+ -          Glyco_transf_4       PF13439.4    9.4e-05   28.3   0.1   9.4e-05   28.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:2330:90384_1_93_-   -          GTP_EFTU             PF00009.25   9.6e-11   47.4   0.2     1e-10   47.4   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5124:96589_1_93_+   -          GTP_EFTU             PF00009.25   9.2e-10   44.2   0.1   9.6e-10   44.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5160:62401_1_93_-   -          GTP_EFTU             PF00009.25   4.6e-09   41.9   0.1   4.7e-09   41.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:9883:92574_1_93_+   -          GTP_EFTU             PF00009.25   4.8e-09   41.9   0.1     5e-09   41.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8940:95797_1_93_-   -          GTP_EFTU             PF00009.25   6.6e-09   41.4   0.2   6.6e-09   41.4   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:7488:52248_1_93_-   -          GTP_EFTU             PF00009.25   6.6e-09   41.4   0.2   6.8e-09   41.4   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:11112:9055_1_93_-   -          GTP_EFTU             PF00009.25   6.7e-09   41.4   0.0   6.9e-09   41.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3031:52896_1_93_-   -          GTP_EFTU             PF00009.25   7.7e-09   41.2   0.0   8.1e-09   41.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:16753:51904_1_93_-  -          GTP_EFTU             PF00009.25   9.3e-09   40.9   0.1   9.5e-09   40.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:8817:54363_1_93_+   -          GTP_EFTU             PF00009.25   9.7e-09   40.9   0.2   9.7e-09   40.9   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:14653:39616_1_93_-  -          GTP_EFTU             PF00009.25   1.1e-08   40.7   0.1   1.2e-08   40.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:3509:34596_1_93_+   -          GTP_EFTU             PF00009.25   1.2e-08   40.5   0.0   1.3e-08   40.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7125:73503_1_93_+   -          GTP_EFTU             PF00009.25   1.4e-08   40.4   0.1   1.4e-08   40.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:11902:25843_1_93_+  -          GTP_EFTU             PF00009.25   1.5e-08   40.3   0.2   1.5e-08   40.2   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:16561:50533_1_93_-  -          GTP_EFTU             PF00009.25   1.9e-08   39.9   0.1     2e-08   39.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6087:68212_1_93_+   -          GTP_EFTU             PF00009.25   2.2e-08   39.7   0.1   2.2e-08   39.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:7113:37332_1_93_-   -          GTP_EFTU             PF00009.25   2.3e-08   39.6   0.0   2.4e-08   39.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7202:41704_1_93_-   -          GTP_EFTU             PF00009.25   2.7e-08   39.4   0.1   2.7e-08   39.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1905:45243_1_93_+   -          GTP_EFTU             PF00009.25   2.9e-08   39.3   0.1     3e-08   39.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15113:25264_1_93_+  -          GTP_EFTU             PF00009.25     3e-08   39.3   0.0   3.2e-08   39.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:5451:86271_1_93_-   -          GTP_EFTU             PF00009.25   3.1e-08   39.2   0.0   3.1e-08   39.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17498:55583_1_93_-  -          GTP_EFTU             PF00009.25   4.4e-08   38.7   0.0   4.4e-08   38.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17659:36564_1_93_-  -          GTP_EFTU             PF00009.25   4.5e-08   38.7   0.0   4.6e-08   38.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5100:19640_1_88_+   -          GTP_EFTU             PF00009.25   4.5e-08   38.7   0.0   4.7e-08   38.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:12555:89422_1_93_-  -          GTP_EFTU             PF00009.25   4.6e-08   38.7   0.1   4.9e-08   38.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7083:35738_1_93_+   -          GTP_EFTU             PF00009.25   4.8e-08   38.6   0.1     5e-08   38.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5851:33117_16_93_+  -          GTP_EFTU             PF00009.25     5e-08   38.6   0.1     5e-08   38.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9234:89887_1_93_+   -          GTP_EFTU             PF00009.25   5.1e-08   38.5   0.2   5.3e-08   38.5   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:16270:56952_1_93_+  -          GTP_EFTU             PF00009.25   5.6e-08   38.4   0.1   5.6e-08   38.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11208:69992_1_84_-  -          GTP_EFTU             PF00009.25   5.8e-08   38.3   0.1   5.9e-08   38.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:10262:87726_1_93_+  -          GTP_EFTU             PF00009.25   6.1e-08   38.3   0.1   6.1e-08   38.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:1378:60204_1_93_+   -          GTP_EFTU             PF00009.25   9.8e-08   37.6   0.0     1e-07   37.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:13246:16054_1_93_-  -          GTP_EFTU             PF00009.25   9.9e-08   37.6   0.3     1e-07   37.5   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:5695:22854_1_93_-   -          GTP_EFTU             PF00009.25   1.1e-07   37.5   0.1   1.1e-07   37.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15866:32075_1_90_-  -          GTP_EFTU             PF00009.25   1.1e-07   37.4   0.1   1.1e-07   37.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:15889:87301_1_85_+  -          GTP_EFTU             PF00009.25   1.4e-07   37.1   0.1   1.4e-07   37.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15987:17067_1_91_+  -          GTP_EFTU             PF00009.25   1.5e-07   37.0   0.1   1.5e-07   37.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:11972:8023_1_93_+   -          GTP_EFTU             PF00009.25   1.5e-07   37.0   0.1   1.6e-07   36.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9823:35838_1_93_+   -          GTP_EFTU             PF00009.25   1.5e-07   37.0   0.7   1.6e-07   36.9   0.7   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:7640:65430_1_93_+   -          GTP_EFTU             PF00009.25   1.6e-07   36.9   0.0   1.6e-07   36.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20631:50175_1_93_+  -          GTP_EFTU             PF00009.25   1.6e-07   36.9   1.2   1.6e-07   36.9   1.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7603:9696_1_93_-    -          GTP_EFTU             PF00009.25   1.9e-07   36.6   0.1     2e-07   36.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:2334:88416_1_93_-   -          GTP_EFTU             PF00009.25   1.9e-07   36.6   0.1     2e-07   36.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:4045:88033_1_93_-   -          GTP_EFTU             PF00009.25     2e-07   36.6   0.1     2e-07   36.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:19406:76313_1_93_+  -          GTP_EFTU             PF00009.25     2e-07   36.6   0.0   2.1e-07   36.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:14163:68287_1_93_+  -          GTP_EFTU             PF00009.25   2.1e-07   36.5   0.1   2.2e-07   36.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:2336:88349_1_93_-   -          GTP_EFTU             PF00009.25   2.1e-07   36.5   0.3   2.1e-07   36.5   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:16608:40989_1_93_+  -          GTP_EFTU             PF00009.25   2.3e-07   36.4   0.0   2.3e-07   36.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7793:86228_1_93_-   -          GTP_EFTU             PF00009.25   2.4e-07   36.3   0.0   2.5e-07   36.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15549:65871_1_93_+  -          GTP_EFTU             PF00009.25   2.4e-07   36.3   0.1   2.4e-07   36.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7272:99637_1_93_+   -          GTP_EFTU             PF00009.25   2.7e-07   36.2   0.5   2.7e-07   36.2   0.5   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:3477:77740_1_93_+   -          GTP_EFTU             PF00009.25   2.7e-07   36.2   0.1   2.8e-07   36.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:18487:19120_1_93_+  -          GTP_EFTU             PF00009.25   2.7e-07   36.1   0.2   2.8e-07   36.1   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:15797:42411_1_93_-  -          GTP_EFTU             PF00009.25   2.9e-07   36.1   0.2   2.9e-07   36.1   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3190:99230_1_93_+   -          GTP_EFTU             PF00009.25   3.2e-07   35.9   0.1   3.3e-07   35.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:8813:66959_1_93_+   -          GTP_EFTU             PF00009.25   3.2e-07   35.9   0.1   3.3e-07   35.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:11682:53975_1_93_-  -          GTP_EFTU             PF00009.25   3.2e-07   35.9   0.0   3.4e-07   35.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9415:85206_1_93_+   -          GTP_EFTU             PF00009.25   3.3e-07   35.9   0.1   3.3e-07   35.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:12053:84854_1_93_+  -          GTP_EFTU             PF00009.25   3.5e-07   35.8   0.1   3.5e-07   35.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:11390:20096_1_93_+  -          GTP_EFTU             PF00009.25   3.8e-07   35.7   0.0   3.8e-07   35.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6069:54508_1_93_+   -          GTP_EFTU             PF00009.25   3.8e-07   35.7   0.1   3.9e-07   35.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:20053:30751_1_93_-  -          GTP_EFTU             PF00009.25   3.9e-07   35.6   0.2     4e-07   35.6   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:19605:95984_1_87_+  -          GTP_EFTU             PF00009.25   3.9e-07   35.6   0.4   4.1e-07   35.6   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20027:77013_1_93_-  -          GTP_EFTU             PF00009.25   4.4e-07   35.5   0.0   4.5e-07   35.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:5943:43159_1_93_-   -          GTP_EFTU             PF00009.25   4.4e-07   35.5   0.0   4.5e-07   35.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:9812:86038_1_93_+   -          GTP_EFTU             PF00009.25   4.5e-07   35.4   0.1   4.5e-07   35.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:2935:67181_1_93_-   -          GTP_EFTU             PF00009.25   4.6e-07   35.4   0.1   4.6e-07   35.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7332:48675_1_93_-   -          GTP_EFTU             PF00009.25   4.6e-07   35.4   0.1   4.7e-07   35.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:11960:78037_1_93_-  -          GTP_EFTU             PF00009.25   4.7e-07   35.4   0.1   4.8e-07   35.3   0.1   1.0   1   0   0   1   1   1   1 -
