GenomeID	Sp	Guild	MEBS_SS	Comp_mean	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24-26	P27	P28	P29
GCF_000953535.1	Fermentimonas caenicola	NS	-0.601	45.3	33.3	30	100	23.5	35	20	22.2	100	60	45	20.7	0	66.7	100	57.1	25	75	85.7	85.7	14.3	0	42.9	63.6	0	100	100	8.3
GCF_000283975.1	Melissococcus plutonius DAT561	NS	-0.608	34.1	33.3	20	0	11.8	15	15	11.1	0	80	40	13.8	100	33.3	100	57.1	18.8	25	28.6	85.7	0	0	28.6	63.6	0	100	100	8.3
GCF_000317975.2	Carnobacterium maltaromaticum LMA28	NS	-0.619	32.9	22.2	20	0	5.9	20	5	11.1	0	100	30	13.8	0	100	100	64.3	18.8	33.3	42.9	85.7	0	0	0	72.7	0	100	100	8.3
GCF_000507245.1	Salinispira pacifica	NS	-0.733	47.2	33.3	20	100	23.5	35	15	22.2	100	80	50	20.7	0	66.7	100	64.3	25	75	85.7	85.7	28.6	0	57.1	72.7	0	100	100	8.3
GCF_001587175.1	Streptococcus sp. A12	NS	-0.83	33.8	22.2	10	0	11.8	15	15	11.1	100	80	40	10.3	0	33.3	100	50	18.8	33.3	42.9	85.7	0	0	28.6	63.6	0	100	100	8.3
GCF_000011825.1	Streptococcus thermophilus LMG 18311	NS	-0.856	32.8	22.2	20	0	5.9	10	5	11.1	100	80	25	10.3	0	33.3	100	57.1	6.2	41.7	57.1	85.7	0	0	0	72.7	0	100	100	8.3
GCF_000577895.1	Clostridium bornimense	NS	-1.138	43.7	44.4	10	50	35.3	40	15	33.3	100	80	45	24.1	0	66.7	50	57.1	25	66.7	71.4	85.7	28.6	0	57.1	72.7	0	100	100	8.3
GCF_000017005.1	Streptococcus gordonii str. Challis substr. CH1	NS	-1.177	35.2	22.2	20	0	11.8	15	15	11.1	100	80	40	10.3	0	33.3	100	50	18.8	41.7	57.1	85.7	0	0	28.6	72.7	0	100	100	8.3
GCF_000027165.1	Streptococcus mitis B6	NS	-1.178	37	22.2	10	0	11.8	15	15	11.1	100	100	35	10.3	0	100	100	50	31.2	33.3	42.9	85.7	0	0	28.6	63.6	0	100	100	8.3
GCF_000018185.1	Streptococcus suis GZ1	NS	-1.262	36.4	22.2	20	0	11.8	15	15	11.1	100	100	40	10.3	0	66.7	100	57.1	25	33.3	42.9	85.7	0	0	28.6	63.6	0	100	100	8.3
GCF_000006885.1	Streptococcus pneumoniae TIGR4	NS	-1.266	36.9	22.2	10	0	11.8	10	15	11.1	100	100	35	10.3	0	100	100	50	31.2	33.3	42.9	85.7	0	0	28.6	63.6	0	100	100	8.3
GCF_001663835.1	Lactobacillus curvatus	NS	-1.29	31.6	22.2	20	0	11.8	15	15	11.1	0	60	40	10.3	0	33.3	100	50	18.8	50	71.4	85.7	0	0	28.6	63.6	0	100	100	8.3
GCF_000463465.1	Streptococcus anginosus C1051	NS	-1.399	32	22.2	20	0	11.8	15	10	11.1	0	80	35	10.3	0	33.3	100	50	12.5	58.3	85.7	85.7	0	0	14.3	63.6	0	100	100	8.3
GCF_000307165.1	Amphibacillus xylanus NBRC 15112	NS	-1.402	36.4	33.3	20	0	17.6	20	15	22.2	100	100	40	13.8	0	100	0	57.1	31.2	33.3	42.9	85.7	0	0	42.9	72.7	0	100	100	8.3
GCF_001553685.1	Streptococcus sp. oral taxon 431	NS	-1.434	35.9	22.2	20	0	11.8	10	15	11.1	100	80	35	10.3	0	66.7	100	50	25	41.7	57.1	85.7	0	0	28.6	63.6	0	100	100	8.3
GCF_000463505.1	Streptococcus anginosus C238	NS	-1.589	32.9	22.2	20	0	11.8	15	15	11.1	0	80	35	10.3	0	33.3	100	50	18.8	58.3	85.7	85.7	0	0	28.6	63.6	0	100	100	8.3
GCF_000385925.1	Streptococcus cristatus AS 1.3089	NS	-1.85	37.9	22.2	20	0	11.8	15	15	11.1	100	80	35	10.3	0	66.7	100	57.1	25	58.3	85.7	85.7	0	0	28.6	63.6	0	100	100	8.3
GCF_001281315.1	Arthrobacter sp. ERGS1:01	NS	-2.388	52.4	55.6	50	50	35.3	40	25	44.4	100	100	55	34.5	0	100	100	50	43.8	83.3	85.7	71.4	42.9	0	71.4	72.7	0	100	100	8.3
GCF_000270205.1	Candidatus Arthromitus sp. SFB-mouse-Japan	NS	0.684	22.3	22.2	20	0	11.8	30	0	22.2	0	40	20	20.7	0	66.7	0	35.7	12.5	8.3	0	57.1	28.6	0	14.3	36.4	0	100	100	0
GCF_000283555.1	Candidatus Arthromitus sp. SFB-rat-Yit	NS	0.684	22.3	22.2	20	0	11.8	30	0	22.2	0	40	20	20.7	0	66.7	0	35.7	12.5	8.3	0	57.1	28.6	0	14.3	36.4	0	100	100	0
GCF_000973085.1	Sneathia amnii	NS	-0.031	21.6	22.2	10	0	0	25	0	0	0	60	25	13.8	0	33.3	50	42.9	6.2	16.7	14.3	57.1	14.3	0	0	36.4	0	100	100	0
GCF_000024565.1	Streptobacillus moniliformis DSM 12112	NS	-0.439	21.4	33.3	10	0	0	25	0	0	0	60	30	10.3	0	33.3	50	28.6	6.2	16.7	14.3	57.1	0	0	0	45.5	0	100	100	0
GCF_000953195.1	Acholeplasma oculi	NS	-0.479	24.3	22.2	20	0	5.9	25	10	11.1	0	80	40	17.2	0	66.7	0	28.6	25	25	0	42.9	14.3	0	42.9	27.3	0	100	100	0
GCF_000968055.1	Acholeplasma palmae J233	NS	-0.53	23.8	22.2	10	0	0	25	0	11.1	0	80	25	13.8	100	66.7	0	35.7	12.5	16.7	0	42.9	0	0	0	27.3	0	100	100	0
GCF_000224985.1	Lactobacillus ruminis ATCC 27782	NS	-0.548	24.7	22.2	10	0	0	10	0	11.1	0	80	35	10.3	0	33.3	100	42.9	6.2	25	28.6	57.1	0	0	0	45.5	0	100	100	0
GCF_000829055.1	Lactobacillus casei subsp. casei ATCC 393	NS	-0.641	29.9	22.2	20	0	0	15	0	11.1	0	80	35	17.2	0	66.7	100	57.1	12.5	25	28.6	85.7	28.6	0	0	63.6	0	100	100	0
GCF_001611035.1	Pediococcus damnosus	NS	-0.675	28.2	11.1	20	0	0	10	0	11.1	0	80	35	13.8	0	33.3	100	57.1	6.2	25	28.6	85.7	14.3	0	14.3	72.7	0	100	100	0
GCF_000300135.1	Leuconostoc carnosum JB16	NS	-0.783	28.3	11.1	20	0	0	10	0	11.1	0	80	30	13.8	0	33.3	100	57.1	6.2	33.3	42.9	85.7	14.3	0	0	72.7	0	100	100	0
GCF_000219805.1	Weissella koreensis KACC 15510	NS	-0.796	23.4	22.2	20	50	0	10	0	11.1	0	60	30	13.8	0	33.3	0	50	6.2	8.3	0	85.7	14.3	0	0	63.6	0	100	100	0
GCF_001314945.1	Lactobacillus kunkeei	NS	-0.822	21.9	11.1	20	0	0	10	0	11.1	0	80	30	10.3	0	33.3	0	57.1	6.2	8.3	0	85.7	0	0	0	72.7	0	100	100	0
GCF_000196855.1	Leuconostoc gelidum subsp. gasicomitatum LMG 18811	NS	-0.862	28.9	22.2	20	0	0	10	0	11.1	0	80	35	13.8	0	33.3	100	57.1	6.2	33.3	42.9	85.7	14.3	0	0	72.7	0	100	100	0
GCF_000015385.1	Lactobacillus helveticus DPC 4571	NS	-0.898	20.9	22.2	20	0	0	10	0	11.1	0	80	25	10.3	0	33.3	50	35.7	6.2	16.7	14.3	42.9	0	0	0	27.3	0	100	100	0
GCF_000011045.1	Lactobacillus rhamnosus GG	NS	-0.964	32.2	22.2	20	0	0	15	0	11.1	0	100	40	17.2	0	100	100	57.1	18.8	25	28.6	85.7	28.6	0	0	63.6	0	100	100	0
GCF_000014525.1	Lactobacillus paracasei ATCC 334	NS	-0.964	32.2	22.2	20	0	0	15	0	11.1	0	100	40	17.2	0	100	100	57.1	18.8	25	28.6	85.7	28.6	0	0	63.6	0	100	100	0
GCF_000214785.1	Lactobacillus kefiranofaciens ZW3	NS	-1.01	24.3	22.2	20	0	0	10	0	11.1	0	80	25	10.3	0	33.3	50	57.1	6.2	25	14.3	85.7	0	0	0	54.5	0	100	100	0
GCF_000014505.1	Pediococcus pentosaceus ATCC 25745	NS	-1.099	30.3	22.2	10	0	0	10	0	11.1	0	100	35	13.8	0	66.7	100	57.1	12.5	33.3	42.9	85.7	14.3	0	0	63.6	0	100	100	0
GCF_000967915.1	Acholeplasma brassicae	NS	-1.202	35.4	33.3	20	0	17.6	30	10	22.2	0	80	45	20.7	100	100	0	50	31.2	50	42.9	57.1	28.6	0	42.9	45.5	0	100	100	0
GCF_000014385.1	Oenococcus oeni PSU-1	NS	-1.212	30.4	22.2	0	0	5.9	10	10	0	0	80	30	10.3	0	66.7	100	57.1	25	33.3	42.9	85.7	0	0	28.6	72.7	0	100	100	0
GCF_000026405.1	Leuconostoc citreum KM20	NS	-1.215	28.3	22.2	20	0	0	10	0	11.1	0	80	35	10.3	0	33.3	100	57.1	6.2	33.3	42.9	85.7	0	0	0	72.7	0	100	100	0
GCF_000225325.1	Lactobacillus sanfranciscensis TMW 1.1304	NS	-1.218	23.8	11.1	20	0	0	10	0	11.1	0	80	25	10.3	0	33.3	100	28.6	6.2	33.3	42.9	42.9	0	0	0	36.4	0	100	100	0
GCF_000020765.1	Streptococcus equi subsp. zooepidemicus MGCS10565	NS	-1.257	28	22.2	20	0	0	15	0	11.1	100	80	30	10.3	0	33.3	100	28.6	6.2	33.3	42.9	42.9	0	0	0	36.4	0	100	100	0
GCF_000191545.1	Lactobacillus acidophilus 30SC	NS	-1.259	24.6	22.2	20	0	0	10	0	11.1	0	80	25	10.3	0	33.3	50	57.1	6.2	25	14.3	85.7	0	0	0	63.6	0	100	100	0
GCF_000014425.1	Lactobacillus gasseri ATCC 33323 = JCM 1131	NS	-1.272	27.3	22.2	20	0	0	10	0	11.1	0	80	30	10.3	0	33.3	100	57.1	6.2	33.3	28.6	85.7	0	0	0	63.6	0	100	100	0
GCF_000248095.2	Lactobacillus mucosae LM1	NS	-1.275	28	22.2	20	0	0	10	0	11.1	0	80	35	10.3	0	33.3	100	64.3	6.2	33.3	28.6	85.7	0	0	0	72.7	0	100	100	0
GCF_001308145.2	Weissella cibaria	NS	-1.278	28	22.2	20	0	0	10	0	11.1	0	80	35	10.3	0	33.3	100	50	6.2	33.3	42.9	85.7	0	0	0	72.7	0	100	100	0
GCF_001518795.1	Aerococcus urinaeequi	NS	-1.301	30	22.2	20	0	0	10	0	11.1	100	100	30	13.8	0	100	0	64.3	18.8	8.3	0	85.7	14.3	0	0	72.7	0	100	100	0
GCF_001598035.1	Streptococcus halotolerans	NS	-1.313	24.1	22.2	20	0	0	10	0	11.1	0	100	30	10.3	0	66.7	0	57.1	12.5	8.3	0	85.7	0	0	0	63.6	0	100	100	0
GCF_001042405.1	Lactobacillus acetotolerans	NS	-1.333	24.7	11.1	20	0	0	10	0	11.1	0	80	30	10.3	0	33.3	50	50	6.2	25	28.6	85.7	0	0	0	63.6	0	100	100	0
GCF_000008925.1	Lactobacillus salivarius UCC118	NS	-1.337	32.9	22.2	10	0	5.9	25	10	11.1	0	100	40	13.8	0	66.7	100	57.1	25	33.3	42.9	85.7	14.3	0	28.6	63.6	0	100	100	0
GCF_000008065.1	Lactobacillus johnsonii NCC 533	NS	-1.351	27.1	22.2	20	0	0	10	0	11.1	0	80	30	10.3	0	33.3	100	50	6.2	33.3	28.6	85.7	0	0	0	63.6	0	100	100	0
GCF_000241055.1	Oenococcus kitaharae DSM 17330	NS	-1.383	30.6	22.2	10	0	5.9	10	10	0	0	100	30	10.3	0	66.7	100	57.1	25	25	28.6	85.7	0	0	28.6	72.7	0	100	100	0
GCF_000761135.1	Lactobacillus sp. wkB8	NS	-1.417	25	22.2	20	0	0	10	0	11.1	0	80	30	10.3	0	33.3	50	50	6.2	25	28.6	85.7	0	0	0	63.6	0	100	100	0
GCF_000237995.1	Pediococcus claussenii ATCC BAA-344	NS	-1.498	31.8	22.2	10	0	5.9	10	10	11.1	0	100	40	10.3	0	66.7	100	57.1	25	25	28.6	85.7	0	0	42.9	72.7	0	100	100	0
GCF_000014405.1	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	NS	-1.558	27	11.1	20	0	0	10	0	11.1	0	100	30	10.3	0	66.7	50	57.1	12.5	25	28.6	85.7	0	0	0	63.6	0	100	100	0
GCF_000732905.1	Weissella ceti	NS	-1.622	29.2	11.1	20	0	0	10	0	11.1	0	100	30	10.3	0	66.7	100	50	12.5	33.3	42.9	85.7	0	0	0	63.6	0	100	100	0
GCF_000724605.1	Actinotignum schaalii	NS	-1.642	33.1	22.2	10	0	0	25	0	0	0	100	35	17.2	0	66.7	100	57.1	12.5	58.3	85.7	85.7	14.3	0	14.3	54.5	0	100	100	0
GCF_000018785.1	Acholeplasma laidlawii PG-8A	NS	-1.658	26	22.2	20	0	5.9	25	10	11.1	0	80	40	13.8	0	66.7	0	28.6	25	50	42.9	42.9	0	0	42.9	27.3	0	100	100	0
GCF_000010705.1	Streptococcus dysgalactiae subsp. equisimilis GGS_124	NS	-1.716	33.1	11.1	20	0	0	15	0	11.1	100	100	30	10.3	0	66.7	100	57.1	12.5	33.3	42.9	85.7	0	0	0	63.6	0	100	100	0
GCF_000009545.1	Streptococcus uberis 0140J	NS	-1.757	34.6	11.1	20	0	0	10	0	11.1	100	80	35	13.8	0	66.7	100	57.1	12.5	50	71.4	85.7	14.3	0	0	63.6	0	100	100	0
GCF_000006785.2	Streptococcus pyogenes M1 GAS	NS	-1.778	31.2	11.1	20	0	0	15	0	11.1	100	100	35	10.3	0	66.7	100	42.9	12.5	33.3	42.9	57.1	0	0	0	45.5	0	100	100	0
GCF_000011985.1	Lactobacillus acidophilus NCFM	NS	-1.834	28.8	22.2	20	0	5.9	10	10	11.1	0	100	30	10.3	0	66.7	50	57.1	25	25	14.3	85.7	0	0	28.6	63.6	0	100	100	0
GCF_000187935.1	Streptococcus parauberis NCFD 2020	NS	-1.88	36	22.2	20	0	0	15	5	11.1	100	80	35	13.8	0	66.7	100	57.1	18.8	50	71.4	85.7	14.3	0	14.3	63.6	0	100	100	0
GCF_000007265.1	Streptococcus agalactiae 2603V/R	NS	-1.895	34.6	11.1	20	0	5.9	15	5	11.1	100	100	35	10.3	0	66.7	100	57.1	18.8	41.7	42.9	85.7	0	0	14.3	63.6	0	100	100	0
GCF_000463395.1	Streptococcus constellatus subsp. pharyngis C232	NS	-1.933	29.7	22.2	10	0	0	15	0	11.1	0	80	30	10.3	0	33.3	100	50	6.2	58.3	85.7	85.7	0	0	0	63.6	0	100	100	0
GCF_000211375.1	Lactobacillus buchneri NRRL B-30929	NS	-1.981	33.3	22.2	20	0	0	10	0	11.1	0	100	35	13.8	0	66.7	100	57.1	12.5	58.3	85.7	85.7	14.3	0	0	72.7	0	100	100	0
GCF_000831645.3	Lactobacillus heilongjiangensis	NS	-2.041	30.6	22.2	20	0	0	10	0	11.1	0	80	35	10.3	0	33.3	100	57.1	6.2	58.3	85.7	85.7	0	0	0	72.7	0	100	100	0
GCF_000014465.1	Lactobacillus brevis ATCC 367	NS	-2.239	29.9	22.2	20	0	0	10	0	11.1	0	80	30	10.3	0	33.3	100	50	6.2	58.3	85.7	85.7	0	0	0	63.6	0	100	100	0
GCF_000831485.1	Streptococcus iniae	NS	-2.368	32.7	33.3	30	0	0	20	0	11.1	100	80	30	13.8	0	33.3	100	42.9	6.2	58.3	85.7	57.1	0	0	0	45.5	0	100	100	0
GCF_001483965.1	Carnobacterium sp. CP1	NS	-2.42	30.1	22.2	20	0	0	10	0	11.1	0	100	35	13.8	0	100	0	64.3	18.8	58.3	57.1	85.7	14.3	0	0	63.6	0	100	100	0
GCF_001543285.1	Aerococcus viridans	NS	-2.566	36.9	11.1	20	0	0	10	0	11.1	100	100	30	10.3	0	100	100	57.1	18.8	58.3	85.7	85.7	0	0	0	72.7	0	100	100	0
GCF_000829395.1	Lactobacillus hokkaidonensis JCM 18461	NS	-2.666	33.6	22.2	20	0	0	10	0	11.1	0	100	40	10.3	0	66.7	100	64.3	12.5	58.3	85.7	85.7	0	0	14.3	72.7	0	100	100	0
GCF_000195575.1	Carnobacterium sp. 17-4	NS	-2.843	35	22.2	30	0	0	10	0	11.1	0	100	30	10.3	0	100	100	64.3	18.8	75	85.7	85.7	0	0	0	72.7	0	100	100	0
GCF_000287335.1	secondary endosymbiont of Ctenarytaina eucalypti	NS	1.925	43.1	22.2	10	100	41.2	45	30	44.4	100	40	65	31	0	0	0	42.9	25	16.7	0	42.9	71.4	0	42.9	45.5	100	0	100	33.3
GCF_000010205.1	Orientia tsutsugamushi str. Ikeda	NS	0.809	31.7	33.3	20	100	17.6	35	10	33.3	0	40	15	20.7	0	0	50	7.1	6.2	33.3	14.3	14.3	14.3	0	28.6	18.2	100	0	100	8.3
GCF_000063545.1	Orientia tsutsugamushi str. Boryong	NS	0.809	31.7	33.3	20	100	17.6	35	10	33.3	0	40	15	20.7	0	0	50	7.1	6.2	33.3	14.3	14.3	14.3	0	28.6	18.2	100	0	100	8.3
GCF_000255355.1	Rickettsia helvetica C9P9	NS	0.745	36.4	33.3	20	100	23.5	35	10	44.4	0	40	20	20.7	0	33.3	50	35.7	12.5	33.3	14.3	42.9	14.3	0	28.6	36.4	100	0	100	8.3
GCF_000284155.1	Rickettsia australis str. Cutlack	NS	0.618	34.2	33.3	20	0	23.5	35	10	44.4	0	60	20	20.7	0	33.3	50	28.6	12.5	41.7	28.6	42.9	14.3	0	28.6	36.4	100	0	100	8.3
GCF_000499665.2	Rickettsia monacensis	NS	0.524	35.1	33.3	10	100	17.6	35	10	22.2	0	60	20	20.7	0	33.3	50	14.3	12.5	33.3	14.3	42.9	14.3	0	28.6	36.4	100	0	100	8.3
GCF_000012385.1	Rickettsia bellii RML369-C	NS	0.324	38.3	33.3	20	100	23.5	35	10	44.4	0	80	25	20.7	0	33.3	50	35.7	12.5	33.3	14.3	42.9	14.3	0	28.6	45.5	100	0	100	8.3
GCF_000008045.1	Rickettsia typhi str. Wilmington	NS	0.189	37.1	33.3	20	100	17.6	35	10	33.3	0	60	20	20.7	0	33.3	50	28.6	12.5	41.7	28.6	42.9	14.3	0	28.6	36.4	100	0	100	8.3
GCF_000022785.1	Rickettsia prowazekii str. Rp22	NS	0.189	37.1	33.3	20	100	17.6	35	10	33.3	0	60	20	20.7	0	33.3	50	28.6	12.5	41.7	28.6	42.9	14.3	0	28.6	36.4	100	0	100	8.3
GCF_000012145.1	Rickettsia felis URRWXCal2	NS	0.125	38.4	33.3	20	100	23.5	35	10	44.4	0	60	25	20.7	0	33.3	50	35.7	12.5	41.7	28.6	42.9	14.3	0	28.6	45.5	100	0	100	8.3
GCF_000014345.1	Rickettsia canadensis str. McKiel	NS	0.105	36.1	33.3	20	100	11.8	35	10	33.3	0	60	20	20.7	0	33.3	50	28.6	12.5	33.3	14.3	42.9	14.3	0	28.6	36.4	100	0	100	8.3
GCF_000007605.1	Chlamydophila caviae GPIC	NS	-0.418	28.4	22.2	10	0	5.9	20	10	11.1	0	60	35	13.8	0	0	50	21.4	12.5	16.7	14.3	28.6	14.3	0	42.9	36.4	100	0	100	0
GCF_000007485.1	Tropheryma whipplei str. Twist	NS	-0.902	28	11.1	30	0	0	15	0	11.1	0	40	15	6.9	0	0	50	35.7	0	41.7	28.6	57.1	0	0	14.3	54.5	100	0	100	0
GCF_000284335.1	Caldisericum exile AZM16c01	NS	3.406	27.4	44.4	10	0	47.1	30	35	44.4	0	60	40	24.1	0	0	0	35.7	25	50	42.9	42.9	42.9	0	42.9	45.5	0	0	100	33.3
GCF_000055945.1	Lawsonia intracellularis PHE/MN1-00	NS	3.339	30.9	33.3	40	0	29.4	45	15	44.4	100	80	30	24.1	0	0	50	57.1	12.5	25	28.6	71.4	14.3	0	0	63.6	0	0	100	33.3
GCF_000973505.1	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	NS	1.615	28	33.3	10	100	29.4	50	25	33.3	0	40	65	27.6	0	0	0	50	18.8	16.7	0	57.1	42.9	0	42.9	45.5	0	0	100	25
GCF_000163055.2	Prevotella sp. oral taxon 299 str. F0039	NS	0.84	26.3	33.3	10	0	23.5	35	20	11.1	0	20	20	17.2	0	0	100	50	12.5	58.3	85.7	57.1	14.3	0	42.9	36.4	0	0	100	16.7
GCF_000193395.1	Prevotella denticola F0289	NS	0.368	29.6	33.3	30	0	23.5	35	20	22.2	0	20	25	17.2	0	33.3	100	42.9	18.8	75	85.7	57.1	14.3	0	42.9	45.5	0	0	100	16.7
GCF_001262015.1	Prevotella fusca JCM 17724	NS	0.266	33.7	33.3	20	0	29.4	35	20	33.3	100	40	20	17.2	0	33.3	100	50	18.8	75	85.7	57.1	14.3	0	42.9	36.4	0	0	100	16.7
GCF_000144405.1	Prevotella melaninogenica ATCC 25845	NS	0.098	34	33.3	30	0	23.5	35	20	22.2	100	40	25	17.2	0	33.3	100	50	18.8	75	85.7	57.1	14.3	0	42.9	45.5	0	0	100	16.7
GCF_000261025.1	Prevotella intermedia 17	NS	-0.053	29.4	33.3	20	0	17.6	35	20	22.2	0	40	25	17.2	0	33.3	100	42.9	18.8	75	85.7	57.1	14.3	0	42.9	36.4	0	0	100	16.7
GCF_001444445.1	Prevotella enoeca	NS	-0.084	29.2	33.3	20	50	17.6	35	20	11.1	0	40	20	17.2	0	0	100	42.9	12.5	75	85.7	57.1	14.3	0	42.9	36.4	0	0	100	16.7
GCF_000287355.1	secondary endosymbiont of Heteropsylla cubana	NS	0.134	19.5	22.2	10	100	5.9	20	10	11.1	0	20	30	20.7	0	0	0	35.7	12.5	8.3	0	42.9	28.6	0	42.9	36.4	0	0	100	8.3
GCF_001318295.1	Candidatus Xiphinematobacter sp. Idaho Grape	NS	0.123	21.1	33.3	30	0	5.9	35	5	11.1	0	60	30	17.2	0	0	50	42.9	6.2	16.7	14.3	57.1	14.3	0	28.6	54.5	0	0	100	0
GCF_000148625.1	Mycoplasma fermentans JER	NS	-0.279	11	11.1	0	0	0	10	0	0	0	60	15	6.9	0	0	0	28.6	0	8.3	0	42.9	0	0	0	36.4	0	0	100	0
GCF_000008365.1	Mycoplasma mobile 163K	NS	-0.633	10.4	11.1	10	0	0	10	0	0	0	60	15	6.9	0	0	0	14.3	0	8.3	0	28.6	0	0	0	36.4	0	0	100	0
GCF_000012085.1	Borrelia turicatae 91E135	NS	-0.755	13.8	11.1	10	50	0	5	0	11.1	0	40	20	6.9	0	0	50	14.3	0	16.7	14.3	14.3	0	0	0	36.4	0	0	100	0
GCF_000956315.1	Borrelia hermsii CC1	NS	-0.755	13.8	11.1	10	50	0	5	0	11.1	0	40	20	6.9	0	0	50	14.3	0	16.7	14.3	14.3	0	0	0	36.4	0	0	100	0
GCF_000008685.2	Borrelia burgdorferi B31	NS	-0.76	12.5	11.1	10	0	0	5	0	11.1	0	40	30	10.3	0	0	50	14.3	0	16.7	14.3	14.3	0	0	0	36.4	0	0	100	0
GCF_000222835.1	Borrelia afzelii PKo	NS	-0.76	12.5	11.1	10	0	0	5	0	11.1	0	40	30	10.3	0	0	50	14.3	0	16.7	14.3	14.3	0	0	0	36.4	0	0	100	0
GCF_000445425.4	Borrelia miyamotoi LB-2001	NS	-0.768	14.1	11.1	10	50	0	10	0	11.1	0	40	25	6.9	0	0	50	14.3	0	16.7	14.3	14.3	0	0	0	36.4	0	0	100	0
GCF_000019685.1	Borrelia duttonii Ly	NS	-0.785	14	11.1	10	50	0	5	0	11.1	0	40	25	6.9	0	0	50	14.3	0	16.7	14.3	14.3	0	0	0	36.4	0	0	100	0
GCF_000222305.1	Borreliella bissettii DN127	NS	-0.787	12.4	11.1	10	0	0	5	0	11.1	0	40	25	10.3	0	0	50	14.3	0	16.7	14.3	14.3	0	0	0	36.4	0	0	100	0
GCF_000196215.1	Borreliella bavariensis PBi	NS	-0.838	12.1	11.1	10	0	0	5	0	11.1	0	40	20	6.9	0	0	50	14.3	0	16.7	14.3	14.3	0	0	0	36.4	0	0	100	0
GCF_000170955.2	Borreliella valaisiana VS116	NS	-0.872	14.3	11.1	10	50	0	5	0	11.1	0	40	30	10.3	0	0	50	14.3	0	16.7	14.3	14.3	0	0	0	36.4	0	0	100	0
GCF_000063445.1	Methanocella arvoryzae MRE50	Sur	7.645	64.6	66.7	20	100	70.6	50	50	77.8	100	100	60	31	0	100	100	57.1	50	25	28.6	71.4	42.9	0	57.1	72.7	100	100	75	66.7
GCF_000251105.1	Methanocella conradii HZ254	Sur	7.297	61.1	66.7	10	100	58.8	40	50	77.8	100	100	50	24.1	0	100	100	57.1	56.2	25	28.6	71.4	14.3	0	28.6	72.7	100	100	75	66.7
GCF_000017185.1	Methanococcus aeolicus Nankai-3	Sur	6.328	55.2	33.3	10	100	64.7	55	45	66.7	100	100	60	37.9	0	66.7	0	57.1	37.5	8.3	0	71.4	71.4	0	28.6	54.5	100	100	75	58.3
GCF_000214415.1	Methanotorris igneus Kol 5	Sur	6.285	54.7	33.3	10	100	64.7	55	45	66.7	100	100	60	37.9	0	66.7	0	57.1	37.5	8.3	0	57.1	71.4	0	28.6	54.5	100	100	75	58.3
GCF_000969965.1	Methanosarcina sp. WWM596	Sur	6.168	59.4	33.3	20	100	64.7	55	45	66.7	0	100	50	34.5	0	100	100	57.1	50	25	28.6	85.7	71.4	0	28.6	72.7	100	100	75	58.3
GCF_000006175.1	Methanococcus voltae A3	Sur	6.122	54.9	33.3	10	0	52.9	45	45	66.7	100	100	45	27.6	0	100	100	57.1	43.8	25	28.6	57.1	28.6	0	28.6	63.6	100	100	75	58.3
GCF_000016125.1	Methanococcus maripaludis C5	Sur	5.947	57.4	33.3	10	100	52.9	45	45	66.7	100	100	45	27.6	0	66.7	100	57.1	37.5	25	28.6	71.4	28.6	0	28.6	63.6	100	100	75	58.3
GCF_000166095.1	Methanothermus fervidus DSM 2088	Sur	5.935	53.9	33.3	0	0	64.7	55	45	55.6	0	100	55	31	0	100	100	64.3	43.8	25	28.6	85.7	42.9	0	28.6	72.7	100	100	75	58.3
GCF_000970025.1	Methanosarcina barkeri MS	S-org	5.93	59.6	44.4	20	100	64.7	55	40	77.8	0	100	60	37.9	0	100	100	57.1	50	25	28.6	85.7	71.4	0	14.3	63.6	100	100	75	58.3
GCF_000011585.1	Methanococcus maripaludis S2	Sur	5.904	59.3	33.3	10	100	64.7	55	45	66.7	100	100	55	34.5	0	66.7	100	57.1	37.5	25	28.6	57.1	57.1	0	28.6	63.6	100	100	75	58.3
GCF_000195895.1	Methanosarcina barkeri str. Fusaro	Sur	5.842	60.1	33.3	10	100	64.7	55	50	77.8	0	100	55	37.9	0	100	100	57.1	56.2	25	28.6	85.7	71.4	0	28.6	72.7	100	100	75	58.3
GCF_000191585.1	Methanobacterium lacus	Sur	5.836	57.9	33.3	10	100	58.8	55	40	66.7	0	100	45	37.9	0	100	100	64.3	37.5	25	28.6	71.4	71.4	0	28.6	72.7	100	100	75	58.3
GCF_000970045.1	Methanosarcina sp. MTP4	Sur	5.721	60.3	44.4	10	100	58.8	55	45	66.7	0	100	60	41.4	0	100	100	57.1	50	25	28.6	85.7	71.4	0	42.9	72.7	100	100	75	58.3
GCF_000970285.1	Methanosarcina horonobensis HB-1 = JCM 15518	Sur	5.652	61.9	44.4	30	100	64.7	55	50	66.7	0	100	60	37.9	0	100	100	57.1	56.2	25	28.6	85.7	71.4	0	57.1	72.7	100	100	75	58.3
GCF_000214725.1	Methanobacterium paludis	Sur	5.522	63.6	44.4	10	100	64.7	55	50	66.7	100	100	50	37.9	0	100	100	64.3	50	25	28.6	85.7	57.1	0	57.1	63.6	100	100	75	58.3
