GenomeID	MEBS_SS	Comp_mean	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29
GCF_000737515.1_ASM73751v1	-0.885	65.3	55.6	40.0	0.0	52.9	55.0	35.0	66.7	100.0	100.0	60.0	37.9	0.0	100.0	100.0	64.3	50.0	91.7	85.7	85.7	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000737535.1_ASM73753v1	2.524	56.9	55.6	30.0	0.0	41.2	45.0	30.0	55.6	100.0	80.0	60.0	31.0	0.0	66.7	100.0	50.0	37.5	50.0	42.9	71.4	42.9	0.0	71.4	54.5	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000737575.1_ASM73757v1	2.086	57.5	55.6	40.0	0.0	41.2	45.0	30.0	55.6	100.0	80.0	60.0	31.0	0.0	66.7	100.0	50.0	37.5	50.0	42.9	71.4	42.9	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000737595.1_ASM73759v1	2.425	56.9	55.6	40.0	0.0	41.2	45.0	30.0	55.6	100.0	80.0	55.0	31.0	0.0	66.7	100.0	50.0	37.5	50.0	42.9	71.4	42.9	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000738435.1_ASM73843v1	3.081	77.5	77.8	60.0	100.0	58.8	50.0	40.0	77.8	100.0	100.0	50.0	65.5	100.0	100.0	100.0	71.4	50.0	100.0	100.0	85.7	57.1	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000739065.1_ASM73906v1	7.957	43.3	55.6	10.0	50.0	64.7	50.0	45.0	66.7	100.0	100.0	60.0	37.9	0.0	66.7	0.0	57.1	37.5	8.3	0.0	57.1	71.4	0.0	28.6	54.5	0.0	0.0	0.0	100.0	75.0	58.3
GCF_000739085.1_ASM73908v1	0.304999999999999	71.4	66.7	40.0	100.0	58.8	55.0	45.0	66.7	100.0	100.0	60.0	48.3	0.0	100.0	100.0	50.0	68.8	91.7	100.0	71.4	57.1	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000739105.1_ASM73910v1	-0.208000000000001	70.5	55.6	50.0	100.0	52.9	55.0	40.0	66.7	100.0	100.0	55.0	41.4	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	57.1	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000739375.1_ASM73937v1	1.328	77.3	55.6	60.0	100.0	64.7	55.0	45.0	77.8	100.0	100.0	65.0	51.7	100.0	100.0	100.0	64.3	50.0	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000739435.1_ASM73943v1	2.276	63.9	55.6	40.0	0.0	64.7	60.0	40.0	77.8	100.0	100.0	70.0	48.3	0.0	100.0	100.0	64.3	50.0	41.7	42.9	85.7	71.4	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000739455.1_ASM73945v1	-0.261	63.1	33.3	40.0	0.0	47.1	60.0	25.0	55.6	100.0	100.0	50.0	37.9	0.0	100.0	100.0	57.1	37.5	83.3	85.7	85.7	57.1	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000742835.1_ASM74283v1	-0.863	51.0	33.3	20.0	100.0	23.5	35.0	10.0	44.4	100.0	60.0	20.0	20.7	0.0	33.3	100.0	28.6	12.5	83.3	100.0	57.1	14.3	0.0	28.6	45.5	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000742855.1_ASM74285v1	2.735	67.4	66.7	50.0	0.0	58.8	55.0	40.0	77.8	100.0	100.0	65.0	34.5	0.0	100.0	100.0	57.1	50.0	83.3	85.7	85.7	57.1	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000743945.1_ASM74394v1	1.426	54.3	33.3	40.0	100.0	41.2	45.0	30.0	66.7	0.0	80.0	35.0	20.7	0.0	66.7	100.0	57.1	43.8	41.7	28.6	85.7	14.3	0.0	71.4	72.7	100.0	100.0	100.0	100.0	75.0	25.0
GCF_000746525.1_ASM74652v1	0.736999999999999	73.9	44.4	40.0	100.0	64.7	60.0	40.0	77.8	100.0	100.0	70.0	41.4	0.0	100.0	100.0	64.3	81.2	91.7	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000746585.1_ASM74658v2	-0.071	45.6	33.3	30.0	100.0	23.5	35.0	10.0	44.4	100.0	80.0	30.0	20.7	0.0	66.7	0.0	28.6	18.8	33.3	14.3	57.1	14.3	0.0	28.6	45.5	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000747315.1_ASM74731v1	-1.926	54.4	33.3	40.0	0.0	23.5	45.0	10.0	22.2	100.0	80.0	65.0	27.6	0.0	100.0	100.0	57.1	31.2	50.0	42.9	85.7	42.9	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	0.0
GCF_000747345.1_ASM74734v1	3.143	67.0	66.7	50.0	0.0	64.7	55.0	40.0	77.8	100.0	100.0	70.0	34.5	0.0	100.0	100.0	57.1	50.0	83.3	85.7	85.7	57.1	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000747525.1_ASM74752v1	0.308	70.0	44.4	50.0	100.0	52.9	55.0	35.0	44.4	100.0	80.0	50.0	37.9	100.0	100.0	100.0	64.3	43.8	75.0	85.7	85.7	57.1	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000754265.1_ASM75426v1	3.155	23.0	33.3	10.0	0.0	41.2	50.0	25.0	33.3	0.0	40.0	65.0	34.5	0.0	0.0	0.0	42.9	12.5	16.7	0.0	42.9	71.4	0.0	28.6	45.5	0.0	0.0	0.0	0.0	50.0	25.0
GCF_000755145.1_ASM75514v1	0.225	50.5	33.3	20.0	100.0	23.5	30.0	15.0	22.2	0.0	80.0	30.0	17.2	100.0	66.7	100.0	50.0	25.0	41.7	28.6	71.4	14.3	0.0	42.9	45.5	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000755185.1_ASM75518v1	-1.046	59.1	33.3	30.0	50.0	23.5	45.0	25.0	22.2	100.0	80.0	50.0	31.0	0.0	100.0	100.0	57.1	31.2	83.3	85.7	85.7	42.9	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000755585.2_ASM75558v2	-2.177	62.5	55.6	50.0	0.0	41.2	40.0	30.0	55.6	100.0	100.0	60.0	34.5	0.0	100.0	100.0	50.0	43.8	91.7	100.0	71.4	42.9	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000755705.1_ASM75570v1	0.603	28.5	33.3	20.0	0.0	17.6	30.0	10.0	22.2	0.0	60.0	25.0	17.2	0.0	66.7	0.0	57.1	12.5	50.0	42.9	71.4	14.3	0.0	14.3	45.5	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000755725.1_ASM75572v1	-0.1	76.4	44.4	40.0	100.0	64.7	55.0	45.0	77.8	100.0	100.0	70.0	37.9	100.0	100.0	100.0	71.4	81.2	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000755985.1_ASM75598v1	-0.212	75.3	44.4	40.0	100.0	64.7	55.0	40.0	77.8	100.0	100.0	70.0	34.5	100.0	100.0	100.0	71.4	56.2	91.7	100.0	85.7	42.9	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000756615.1_ASM75661v1	4.444	70.1	88.9	50.0	100.0	64.7	50.0	45.0	77.8	100.0	100.0	65.0	44.8	0.0	100.0	100.0	50.0	43.8	75.0	85.7	71.4	57.1	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	58.3
GCF_000756715.1_PRJEB5505_assembly_1	-1.095	57.7	33.3	40.0	0.0	23.5	35.0	30.0	33.3	100.0	100.0	35.0	27.6	0.0	100.0	100.0	64.3	43.8	75.0	85.7	85.7	28.6	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000756775.1_PRJEB6478_assembly_1	-0.316	70.6	44.4	30.0	100.0	52.9	55.0	35.0	66.7	100.0	100.0	65.0	41.4	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	71.4	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000757785.1_ASM75778v1	1.939	77.5	55.6	50.0	100.0	64.7	65.0	50.0	77.8	100.0	100.0	70.0	48.3	100.0	100.0	100.0	71.4	50.0	83.3	85.7	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000757825.1_ASM75782v1	1.544	75.7	55.6	40.0	100.0	58.8	60.0	45.0	77.8	100.0	100.0	70.0	44.8	100.0	100.0	100.0	64.3	50.0	83.3	85.7	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000757845.1_ASM75784v1	2.791	57.4	55.6	30.0	100.0	41.2	40.0	30.0	55.6	0.0	80.0	55.0	31.0	0.0	100.0	100.0	50.0	43.8	50.0	42.9	71.4	42.9	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000757865.1_ASM75786v1	2.932	51.1	55.6	30.0	50.0	35.3	45.0	20.0	22.2	0.0	60.0	55.0	31.0	0.0	66.7	100.0	50.0	25.0	50.0	42.9	71.4	42.9	0.0	57.1	54.5	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000758265.1_ASM75826v1	0.465	76.1	55.6	40.0	100.0	64.7	60.0	45.0	77.8	100.0	100.0	60.0	48.3	100.0	100.0	100.0	71.4	50.0	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000758525.1_ASM75852v1	2.932	73.2	77.8	50.0	100.0	64.7	55.0	35.0	77.8	100.0	100.0	65.0	37.9	100.0	100.0	100.0	57.1	50.0	75.0	85.7	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000758545.1_ASM75854v1	1.891	64.7	77.8	40.0	100.0	41.2	45.0	15.0	33.3	100.0	100.0	65.0	34.5	100.0	100.0	100.0	57.1	31.2	41.7	28.6	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000758565.1_ASM75856v1	2.338	72.6	77.8	50.0	100.0	58.8	55.0	30.0	66.7	100.0	100.0	65.0	37.9	100.0	100.0	100.0	57.1	50.0	75.0	85.7	71.4	57.1	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000758625.1_ASM75862v1	2.932	73.2	77.8	50.0	100.0	64.7	55.0	35.0	77.8	100.0	100.0	65.0	37.9	100.0	100.0	100.0	57.1	50.0	75.0	85.7	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000758645.1_ASM75864v1	3.861	70.5	77.8	50.0	100.0	64.7	55.0	35.0	77.8	100.0	100.0	65.0	37.9	100.0	100.0	100.0	57.1	50.0	41.7	28.6	71.4	57.1	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000758665.1_ASM75866v1	0.868	67.3	77.8	50.0	100.0	41.2	45.0	10.0	33.3	100.0	100.0	65.0	34.5	100.0	100.0	100.0	57.1	25.0	75.0	85.7	71.4	57.1	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000758685.1_ASM75868v1	3.776	62.0	77.8	30.0	100.0	58.8	50.0	35.0	66.7	0.0	100.0	65.0	37.9	0.0	100.0	100.0	50.0	50.0	41.7	28.6	71.4	57.1	0.0	71.4	63.6	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000758705.1_ASM75870v1	3.058	72.8	77.8	40.0	100.0	64.7	55.0	35.0	77.8	100.0	100.0	65.0	37.9	100.0	100.0	100.0	57.1	50.0	75.0	85.7	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000758725.1_ASM75872v1	3.709	68.7	77.8	40.0	100.0	58.8	55.0	30.0	66.7	100.0	100.0	65.0	37.9	100.0	100.0	100.0	57.1	50.0	41.7	28.6	71.4	57.1	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000759475.1_ASM75947v1	0.018	74.7	55.6	40.0	100.0	58.8	55.0	40.0	77.8	100.0	100.0	65.0	44.8	100.0	100.0	100.0	71.4	50.0	83.3	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000759535.1_ASM75953v1	-0.628000000000001	71.4	44.4	30.0	100.0	52.9	55.0	35.0	66.7	100.0	100.0	65.0	41.4	0.0	100.0	100.0	64.3	50.0	100.0	100.0	85.7	71.4	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000761135.1_ASM76113v1	-1.417	25.0	22.2	20.0	0.0	0.0	10.0	0.0	11.1	0.0	80.0	30.0	10.3	0.0	33.3	50.0	50.0	6.2	25.0	28.6	85.7	0.0	0.0	0.0	63.6	0.0	0.0	0.0	100.0	100.0	0.0
GCF_000761155.1_ASM76115v1	-0.748	73.8	44.4	30.0	100.0	52.9	50.0	35.0	66.7	100.0	100.0	70.0	41.4	100.0	100.0	100.0	71.4	43.8	91.7	100.0	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000761215.1_ASM76121v1	-1.518	68.5	55.6	50.0	100.0	47.1	45.0	30.0	55.6	100.0	100.0	55.0	34.5	0.0	100.0	100.0	57.1	43.8	91.7	100.0	85.7	57.1	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000762265.1_ASM76226v1	5.505	51.6	44.4	10.0	100.0	64.7	55.0	45.0	66.7	100.0	100.0	50.0	34.5	0.0	100.0	100.0	64.3	43.8	25.0	28.6	85.7	42.9	0.0	28.6	72.7	0.0	0.0	0.0	100.0	75.0	58.3
GCF_000763535.1_ASM76353v2	0.662	69.9	66.7	50.0	100.0	64.7	60.0	35.0	77.8	100.0	80.0	65.0	48.3	0.0	66.7	100.0	57.1	50.0	75.0	85.7	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000763575.1_ASM76357v1	5.437	44.7	44.4	10.0	0.0	64.7	50.0	50.0	55.6	0.0	60.0	50.0	37.9	0.0	66.7	100.0	57.1	43.8	50.0	42.9	85.7	71.4	0.0	42.9	63.6	0.0	0.0	0.0	100.0	100.0	50.0
GCF_000764535.1_ASM76453v1	-1.31	72.0	55.6	30.0	100.0	52.9	45.0	35.0	66.7	100.0	100.0	60.0	37.9	100.0	100.0	100.0	71.4	43.8	91.7	100.0	85.7	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000764555.1_ASM76455v1	2.838	54.0	33.3	20.0	100.0	41.2	40.0	35.0	44.4	100.0	60.0	40.0	20.7	0.0	33.3	100.0	42.9	25.0	66.7	71.4	57.1	14.3	0.0	42.9	45.5	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000767055.1_ASM76705v1	0.119	67.3	44.4	40.0	100.0	52.9	60.0	40.0	66.7	100.0	100.0	55.0	41.4	0.0	100.0	100.0	57.1	50.0	75.0	85.7	85.7	42.9	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000767275.2_ASM76727v3	1.138	35.9	33.3	20.0	100.0	23.5	30.0	20.0	11.1	0.0	80.0	40.0	20.7	0.0	66.7	0.0	50.0	25.0	50.0	42.9	71.4	28.6	0.0	57.1	54.5	0.0	0.0	0.0	100.0	100.0	16.7
GCF_000767465.1_ASM76746v1	0.753	70.8	44.4	40.0	100.0	58.8	50.0	40.0	77.8	100.0	100.0	55.0	37.9	0.0	100.0	100.0	57.1	56.2	91.7	100.0	85.7	57.1	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000769655.1_ASM76965v1	5.937	29.1	44.4	0.0	100.0	52.9	40.0	50.0	55.6	0.0	60.0	50.0	27.6	0.0	33.3	0.0	35.7	37.5	25.0	0.0	28.6	14.3	0.0	28.6	36.4	0.0	0.0	0.0	0.0	75.0	50.0
GCF_000772045.1_ASM77204v1	0.427999999999999	70.9	55.6	50.0	100.0	58.8	60.0	40.0	66.7	100.0	100.0	55.0	41.4	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	57.1	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000772105.1_ASM77210v1	0.686999999999999	71.3	55.6	40.0	100.0	64.7	60.0	40.0	77.8	100.0	100.0	65.0	48.3	0.0	100.0	100.0	57.1	56.2	75.0	85.7	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000775995.1_ASM77599v1	0.183	34.3	22.2	20.0	50.0	23.5	30.0	15.0	22.2	0.0	80.0	35.0	17.2	0.0	66.7	50.0	42.9	25.0	50.0	71.4	57.1	28.6	0.0	42.9	36.4	0.0	0.0	0.0	100.0	100.0	8.3
GCF_000784875.1_ASM78487v3	-0.425	73.1	55.6	40.0	100.0	52.9	50.0	35.0	66.7	100.0	100.0	65.0	41.4	100.0	100.0	100.0	64.3	43.8	75.0	85.7	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000784965.1_ASM78496v1	0.186	73.9	55.6	40.0	100.0	52.9	60.0	35.0	66.7	100.0	100.0	65.0	41.4	100.0	100.0	100.0	64.3	56.2	83.3	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000785495.1_ASM78549v1	0.331999999999999	68.4	55.6	40.0	50.0	58.8	55.0	40.0	66.7	100.0	100.0	60.0	44.8	0.0	100.0	100.0	50.0	50.0	91.7	100.0	71.4	57.1	0.0	85.7	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000785535.1_ASM78553v1	-1.621	63.8	55.6	40.0	0.0	41.2	55.0	25.0	55.6	100.0	100.0	55.0	34.5	0.0	100.0	100.0	57.1	50.0	91.7	100.0	85.7	42.9	0.0	71.4	72.7	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000785555.1_ASM78555v1	-0.613000000000001	60.3	33.3	40.0	0.0	35.3	35.0	35.0	55.6	100.0	100.0	40.0	27.6	0.0	100.0	100.0	64.3	43.8	83.3	85.7	85.7	28.6	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000785705.2_ASM78570v2	4.924	69.8	44.4	60.0	100.0	64.7	60.0	50.0	77.8	100.0	80.0	65.0	48.3	0.0	66.7	100.0	57.1	43.8	75.0	85.7	85.7	71.4	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	66.7
GCF_000786695.1_ASM78669v1	-0.722	75.1	55.6	40.0	100.0	58.8	50.0	40.0	77.8	100.0	100.0	60.0	44.8	100.0	100.0	100.0	64.3	50.0	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000788395.1_ASM78839v1	-1.047	62.1	33.3	50.0	100.0	35.3	50.0	15.0	33.3	100.0	80.0	65.0	37.9	0.0	66.7	100.0	57.1	31.2	75.0	85.7	85.7	71.4	0.0	57.1	63.6	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000789255.1_ASM78925v1	8.114	43.9	66.7	30.0	0.0	64.7	65.0	40.0	66.7	0.0	100.0	60.0	41.4	0.0	66.7	100.0	50.0	37.5	66.7	85.7	57.1	57.1	0.0	28.6	54.5	0.0	0.0	0.0	0.0	75.0	58.3
GCF_000789395.1_ASM78939v1	1.57	45.3	33.3	30.0	0.0	58.8	40.0	35.0	55.6	0.0	80.0	50.0	27.6	0.0	66.7	100.0	57.1	37.5	58.3	85.7	85.7	57.1	0.0	57.1	72.7	0.0	0.0	0.0	100.0	100.0	25.0
GCF_000800255.1_ASM80025v1	0.183999999999999	75.3	44.4	40.0	100.0	58.8	55.0	45.0	66.7	100.0	100.0	65.0	44.8	100.0	100.0	100.0	71.4	50.0	91.7	100.0	85.7	71.4	0.0	71.4	81.8	100.0	100.0	100.0	100.0	100.0	41.7
GCF_000800295.1_ASM80029v1	1.403	36.7	22.2	20.0	0.0	41.2	30.0	25.0	55.6	0.0	80.0	30.0	20.7	0.0	66.7	100.0	28.6	31.2	66.7	71.4	57.1	28.6	0.0	28.6	36.4	0.0	0.0	0.0	100.0	100.0	25.0
GCF_000800395.1_ASM80039v1	1.621	57.9	77.8	40.0	100.0	47.1	50.0	35.0	55.6	100.0	100.0	55.0	34.5	0.0	100.0	100.0	57.1	43.8	91.7	100.0	85.7	42.9	0.0	57.1	72.7	0.0	0.0	0.0	100.0	100.0	33.3
GCF_000800455.1_ASM80045v1	0.244	39.1	33.3	0.0	0.0	5.9	25.0	5.0	0.0	100.0	60.0	25.0	13.8	0.0	33.3	50.0	57.1	12.5	16.7	14.3	85.7	14.3	0.0	0.0	72.7	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000800475.2_ASM80047v2	0.147	41.1	33.3	0.0	0.0	11.8	25.0	10.0	0.0	100.0	80.0	30.0	17.2	0.0	33.3	50.0	57.1	18.8	25.0	14.3	85.7	14.3	0.0	14.3	63.6	100.0	100.0	100.0	100.0	100.0	8.3
GCF_000800805.1_ASM80080v1	4.168	38.8	22.2	0.0	0.0	17.6	35.0	15.0	11.1	0.0	60.0	25.0	17.2	0.0	33.3	100.0	57.1	6.2	25.0	28.6	85.7	14.3	0.0	0.0	63.6	100.0	100.0	100.0	100.0	75.0	33.3
GCF_000800825.1_ASM80082v1	1.42	68.4	66.7	50.0	0.0	52.9	45.0	35.0	66.7	100.0	100.0	65.0	34.5	100.0	100.0	100.0	64.3	43.8	83.3	85.7	85.7	57.1	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000801275.2_ASM80127v1	-0.521	74.4	55.6	50.0	100.0	52.9	55.0	35.0	66.7	100.0	100.0	65.0	44.8	100.0	100.0	100.0	71.4	62.5	83.3	85.7	85.7	71.4	0.0	57.1	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000801295.1_ASM80129v1	11.205	69.8	88.9	60.0	100.0	76.5	75.0	60.0	77.8	100.0	80.0	50.0	51.7	0.0	33.3	100.0	57.1	43.8	50.0	42.9	85.7	71.4	0.0	57.1	72.7	100.0	100.0	100.0	100.0	100.0	91.7
GCF_000801315.1_ASM80131v1	0.0189999999999998	61.7	55.6	40.0	100.0	41.2	45.0	35.0	66.7	100.0	60.0	30.0	34.5	0.0	66.7	100.0	50.0	43.8	83.3	85.7	71.4	28.6	0.0	71.4	54.5	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000803645.1_ASM80364v1	-0.828	69.9	44.4	40.0	100.0	52.9	50.0	35.0	66.7	100.0	100.0	55.0	41.4	0.0	100.0	100.0	57.1	56.2	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	25.0
GCF_000807175.1_ASM80717v1	3.149	50.1	44.4	30.0	0.0	52.9	50.0	40.0	66.7	100.0	80.0	50.0	37.9	0.0	66.7	100.0	64.3	31.2	58.3	85.7	85.7	57.1	0.0	28.6	72.7	0.0	0.0	0.0	100.0	100.0	50.0
GCF_000807225.1_ASM80722v1	-0.337	64.1	33.3	50.0	100.0	41.2	55.0	25.0	44.4	100.0	100.0	50.0	37.9	0.0	100.0	100.0	57.1	37.5	75.0	85.7	85.7	57.1	0.0	42.9	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000807275.1_ASM80727v1	3.519	60.9	44.4	30.0	100.0	58.8	45.0	25.0	66.7	100.0	80.0	65.0	31.0	0.0	33.3	100.0	57.1	31.2	58.3	71.4	85.7	57.1	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000807415.2_ASM80741v4	2.167	74.2	55.6	20.0	100.0	58.8	60.0	45.0	77.8	100.0	100.0	70.0	44.8	100.0	100.0	100.0	71.4	56.2	75.0	85.7	85.7	71.4	0.0	42.9	81.8	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000812185.1_ASM81218v1	3.033	33.2	66.7	20.0	0.0	23.5	45.0	20.0	11.1	0.0	100.0	55.0	24.1	0.0	33.3	100.0	50.0	25.0	33.3	42.9	57.1	42.9	0.0	57.1	54.5	0.0	0.0	0.0	0.0	75.0	25.0
GCF_000812665.2_ASM81266v2	1.324	70.8	66.7	40.0	100.0	52.9	50.0	25.0	77.8	100.0	100.0	50.0	34.5	100.0	100.0	100.0	71.4	37.5	91.7	100.0	85.7	42.9	0.0	28.6	81.8	100.0	100.0	100.0	100.0	75.0	41.7
GCF_000814825.1_ASM81482v1	6.535	45.5	22.2	10.0	0.0	76.5	60.0	55.0	77.8	0.0	80.0	45.0	37.9	0.0	33.3	100.0	50.0	31.2	66.7	85.7	85.7	57.1	0.0	14.3	72.7	0.0	0.0	0.0	100.0	100.0	58.3
GCF_000815025.1_ASM81502v1	1.872	13.6	33.3	10.0	0.0	17.6	35.0	10.0	33.3	0.0	40.0	20.0	17.2	0.0	0.0	0.0	28.6	6.2	16.7	0.0	28.6	14.3	0.0	14.3	36.4	0.0	0.0	0.0	0.0	25.0	8.3
GCF_000815065.1_ASM81506v1	-0.873	6.7	11.1	10.0	0.0	0.0	10.0	0.0	0.0	0.0	60.0	15.0	6.9	0.0	0.0	0.0	7.1	0.0	8.3	0.0	14.3	0.0	0.0	0.0	27.3	0.0	0.0	0.0	0.0	25.0	0.0
GCF_000815185.1_ASM81518v1	-1.721	66.0	44.4	30.0	100.0	47.1	45.0	25.0	55.6	100.0	80.0	70.0	31.0	0.0	100.0	100.0	64.3	43.8	83.3	100.0	85.7	42.9	0.0	85.7	63.6	100.0	100.0	100.0	100.0	100.0	16.7
GCF_000815225.1_ASM81522v1	0.0600000000000001	51.0	33.3	10.0	100.0	29.4	40.0	20.0	44.4	100.0	60.0	30.0	20.7	0.0	33.3	100.0	42.9	25.0	66.7	71.4	57.1	14.3	0.0	42.9	45.5	100.0	100.0	100.0	100.0	75.0	16.7
GCF_000816025.1_ASM81602v1	-0.578000000000001	70.4	55.6	50.0	100.0	52.9	45.0	35.0	66.7	100.0	100.0	65.0	34.5	0.0	100.0	100.0	57.1	43.8	91.7	100.0	85.7	57.1	0.0	85.7	81.8	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000816085.1_ASM81608v1	0.696	61.6	33.3	20.0	0.0	47.1	55.0	35.0	55.6	100.0	100.0	45.0	34.5	0.0	100.0	100.0	57.1	50.0	75.0	85.7	85.7	57.1	0.0	42.9	72.7	100.0	100.0	100.0	100.0	100.0	33.3
GCF_000816105.1_ASM81610v1	6.017	29.7	33.3	0.0	100.0	52.9	40.0	50.0	55.6	0.0	60.0	50.0	24.1	0.0	33.3	0.0	42.9	37.5	25.0	0.0	42.9	14.3	0.0	28.6	45.5	0.0	0.0	0.0	0.0	75.0	50.0
GCF_000816185.1_ASM81618v1	4.77	56.0	66.7	30.0	0.0	41.2	40.0	35.0	77.8	100.0	40.0	35.0	34.5	100.0	33.3	100.0	64.3	31.2	25.0	28.6	85.7	14.3	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	50.0
GCF_000816225.1_ASM81622v1	4.626	52.6	55.6	30.0	0.0	41.2	40.0	30.0	77.8	100.0	60.0	45.0	27.6	0.0	33.3	100.0	57.1	31.2	25.0	28.6	85.7	14.3	0.0	28.6	63.6	100.0	100.0	100.0	100.0	100.0	50.0
