Genomes	Score
GCF_000283555.1_ASM28355v1	2.044
GCF_000024225.1_ASM2422v1	1.989
GCF_000025205.1_ASM2520v1	1.982
GCF_000829315.1_ASM82931v1	1.978
GCF_000306805.1_ASM30680v1	1.97
GCF_001263395.1_ASM126339v1	1.958
GCF_000010425.1_ASM1042v1	1.954
GCF_000800455.1_ASM80045v1	1.954
GCF_000317975.2_ASM31797v2	1.946
GCF_000217635.1_ASM21763v1	1.919
GCF_000159155.2_ASM15915v2	1.865
GCF_000007465.2_ASM746v2	1.85
GCF_000014205.1_ASM1420v1	1.845
GCF_000246835.1_ASM24683v1	1.845
GCF_000441535.1_ASM44153v1	1.845
GCF_000709555.1_ASM70955v1	1.844
GCF_000017005.1_ASM1700v1	1.8
GCF_001558975.1_ASM155897v1	1.787
GCF_001042695.1_ASM104269v1	1.77
GCF_000092785.1_ASM9278v1	1.764
GCF_000011825.1_ASM1182v1	1.757
GCF_000027185.1_ASM2718v1	1.757
GCF_000270165.1_ASM27016v1	1.757
GCF_000143705.1_ASM14370v1	1.744
GCF_000006605.1_ASM660v1	1.741
GCF_000018185.1_ASM1818v1	1.736
GCF_000026065.1_ASM2606v1	1.736
GCF_000385925.1_ASM38592v1	1.731
GCF_000747315.1_ASM74731v1	1.729
GCF_001042675.1_ASM104267v1	1.717
GCF_000819445.1_ASM81944v1	1.708
GCF_000287355.1_ASM28735v1	1.694
GCF_000479315.1_ASM47931v1	1.686
GCF_001587175.1_ASM158717v1	1.686
GCF_000027165.1_ASM2716v1	1.681
GCF_000463465.1_ASM46346v1	1.681
GCF_000463505.1_ASM46350v1	1.681
GCF_000283975.1_ASM28397v1	1.666
GCF_001663835.1_ASM166383v1	1.657
GCF_000008605.1_ASM860v1	1.63
GCF_001647635.1_ASM164763v1	1.624
GCF_000006885.1_ASM688v1	1.593
GCF_000164675.2_ASM16467v2	1.593
GCF_000253155.1_ASM25315v1	1.593
GCF_001553685.1_ASM155368v1	1.593
GCF_000063485.1_ASM6348v1	1.578
GCF_000355695.1_ASM35569v1	1.578
GCF_000023145.1_ASM2314v1	1.574
GCF_000018885.1_ASM1888v1	1.563
GCF_000026685.1_ASM2668v1	1.561
GCF_000958465.1_ASM95846v1	1.557
GCF_000193205.1_ASM19320v1	1.509
GCF_001543175.1_ASM154317v1	1.509
GCF_000699505.1_ASM69950v1	1.45
GCF_000023205.1_ASM2320v1	1.44
GCF_000093065.1_ASM9306v1	1.434
GCF_000953195.1_Acholeplasma_oculi_strain_19L	1.411
GCF_000177535.2_ASM17753v2	1.403
GCF_000215645.1_ASM21564v1	1.401
GCF_000590555.1_ASM59055v1	1.401
GCF_000069225.1_ASM6922v1	1.4
GCF_000007665.1_ASM766v1	1.395
GCF_000875675.1_ASM87567v1	1.379
GCF_001029265.1_ASM102926v1	1.378
GCF_000015345.1_ASM1534v1	1.372
GCF_000237205.1_ASM23720v1	1.35
GCF_001318295.1_ASM131829v1	1.325
GCF_000011045.1_ASM1104v1	1.31
GCF_000014525.1_ASM1452v1	1.31
GCF_000829055.1_ASM82905v1	1.31
GCF_000196855.1_ASM19685v1	1.3
GCF_000211375.1_ASM21137v1	1.3
GCF_001611035.1_ASM161103v1	1.3
GCF_000300135.1_ASM30013v1	1.295
GCF_001518795.1_ASM151879v1	1.295
GCF_000187935.1_ASM18793v2	1.274
GCF_000470775.1_ASM47077v1	1.23
GCF_000400935.1_ASM40093v1	1.224
GCF_000008925.1_ASM892v1	1.211
GCF_000011225.1_ASM1122v1	1.206
GCF_000724605.1_ASM72460v1	1.189
GCF_000009545.1_ASM954v1	1.186
GCF_000014505.1_ASM1450v1	1.186
GCF_001483965.1_ASM148396v1	1.186
GCF_000020565.1_ASM2056v1	1.11
GCF_000270085.1_ASM27008v1	1.106
GCF_000219805.1_ASM21980v1	1.102
GCF_000973085.1_ASM97308v1	1.061
GCF_000018785.1_ASM1878v1	1.058
GCF_000024565.1_ASM2456v1	0.986
GCF_000008205.1_ASM820v1	0.974
GCF_000968055.1_ASM96805v1	0.974
GCF_000831485.1_ASM83148v1	0.964
GCF_000014445.1_ASM1444v1	0.947
GCF_000026405.1_ASM2640v1	0.947
GCF_000092505.1_ASM9250v1	0.947
GCF_000237995.1_ASM23799v2	0.947
GCF_000248095.2_ASM24809v3	0.947
GCF_000829395.1_ASM82939v1	0.947
GCF_000831645.3_ASM83164v3	0.947
GCF_000195575.1_ASM19557v1	0.942
GCF_001314945.1_ASM131494v1	0.942
GCF_001543285.1_ASM154328v1	0.942
GCF_000007265.1_ASM726v1	0.916
GCF_000010705.1_ASM1070v1	0.916
GCF_000014385.1_ASM1438v1	0.915
GCF_000241055.1_ASM24105v1	0.915
GCF_000008885.1_ASM888v1	0.885
GCF_001308145.2_ASM130814v2	0.884
GCF_000224985.1_ASM22498v1	0.872
GCF_000463395.1_ASM46339v1	0.866
GCF_000006785.2_ASM678v2	0.841
GCF_001598035.1_ASM159803v1	0.828
GCF_000007605.1_ASM760v1	0.822
GCF_000014405.1_ASM1440v1	0.806
GCF_000014425.1_ASM1442v1	0.806
GCF_000011985.1_ASM1198v1	0.801
GCF_000191545.1_ASM19154v1	0.801
GCF_000214785.1_ASM21478v1	0.801
GCF_000020765.1_ASM2076v1	0.791
GCF_000009945.1_ASM994v1	0.781
GCF_000204135.1_ASM20413v1	0.781
GCF_000247565.1_ASM24756v1	0.762
GCF_000008725.1_ASM872v1	0.756
GCF_001543105.1_ASM154310v1	0.753
GCF_000014465.1_ASM1446v1	0.749
GCF_000732905.1_ASM73290v1	0.749
GCF_000008065.1_ASM806v1	0.727
GCF_000761135.1_ASM76113v1	0.727
GCF_001042405.1_ASM104240v1	0.727
GCF_000007485.1_ASM748v1	0.716
GCF_000006685.1_ASM668v1	0.702
GCF_000191925.1_ASM19192v1	0.702
GCF_000015385.1_ASM1538v1	0.693
GCF_000007205.1_ASM720v1	0.677
GCF_000026025.1_ASM2602v1	0.677
GCF_000471025.2_ASM47102v2	0.677
GCF_000583875.1_ASM58387v1	0.677
GCF_000225325.1_ASM22532v1	0.568
GCF_000304455.1_CCh_cEper1	0.494
GCF_000009845.1_ASM984v1	0.488
GCF_000008685.2_ASM868v2	0.459
GCF_000170955.2_ASM17095v2	0.459
GCF_000222835.1_ASM22283v1	0.459
GCF_000148625.1_ASM14862v1	0.457
GCF_000445425.4_ASM44542v4	0.449
GCF_000012085.1_ASM1208v1	0.432
GCF_000019685.1_ASM1968v1	0.432
GCF_000222305.1_ASM22230v1	0.432
GCF_000956315.1_ASM95631v1	0.432
GCF_000400955.1_ASM40095v1	0.409
GCF_000183365.1_ASM18336v1	0.375
GCF_000565215.1_ASM56521v1	0.363
GCF_000500935.1_ASM50093v1	0.359
GCF_000517365.1_ASM51736v1	0.353
GCF_000023165.1_ASM2316v1	0.35
GCF_000011445.1_ASM1144v1	0.325
GCF_000008365.1_ASM836v1	0.292
GCF_000439435.1_ASM43943v1	0.287
GCF_000565175.1_ASM56517v1	0.287
GCF_000439455.1_ASM43945v1	0.282
GCF_001281045.1_ASM128104v1	0.282
GCF_000695835.1_ASM69583v1	0.28
GCF_000196215.1_ASM19621v1	0.267
GCF_000025845.1_ASM2584v1	0.258
GCF_001274875.1_ASM127487v1	0.254
GCF_000012765.1_ASM1276v1	0.253
GCF_000026205.1_ASM2620v1	0.251
GCF_000012225.1_ASM1222v1	0.25
GCF_000063605.1_ASM6360v1	0.25
GCF_000183385.1_ASM18338v1	0.25
GCF_000328725.1_ASM32872v1	0.207
GCF_000875755.1_ASM87575v1	0.205
GCF_000988065.1_ASM98806v1	0.174
GCF_000224105.1_ASM22410v1	0.172
GCF_000008305.1_ASM830v1	0.161
GCF_000025365.1_ASM2536v1	0.157
GCF_000027345.1_ASM2734v1	0.109
GCF_000287295.1_ASM28729v1	0.108
GCF_000069925.1_ASM6992v1	0.09
GCF_000145705.1_ASM14570v1	0.085
GCF_000524555.1_ASM52455v1	0.085
GCF_000941075.1_ASM94107v1	0.085
GCF_000179035.2_ASM17903v2	0.077
GCF_000277795.1_ASM27779v1	0.077
GCF_000477415.1_ASM47741v1	0.077
GCF_000508245.1_ASM50824v1	0.077
GCF_000027325.1_ASM2732v1	0.076
GCF_000186985.1_ASM18698v3	0.06
GCF_000238995.1_ASM23899v1	0.06
GCF_000006625.1_ASM662v1	0.052
GCF_000008245.1_ASM824v1	0.052
GCF_000021265.1_ASM2126v1	0.052
GCF_000815065.1_ASM81506v1	0.052
GCF_000020065.1_ASM2006v1	0.035
GCF_000085865.1_ASM8586v1	0.035
GCF_000828855.1_ASM82885v1	0.035
GCF_001547975.1_ASM154797v1	0.035

