	sulfur	carbon	oxygen	iron	nitrogen
Chromohalobacter salexigens DSM 3043	0.918	4.877	2.642	1.526	13.216
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	0.91	0.668	1.413	0.23	2.859
Frankia sp. EAN1pec	0.905	6.114	6.356	2.831	17.656
Ralstonia solanacearum PSI07	0.905	3.717	4.168	4.334	16.255
Mycobacterium goodii	0.901	3.501	4.612	2.346	15.467
Ralstonia pickettii 12J	0.9	3.761	4.248	6.54	16.378
Zobellia galactanivorans	0.898	4.423	3.574	5.188	11.599
Conexibacter woesei DSM 14684	0.895	3.584	4.296	3.196	14.987
Octadecabacter antarcticus 307	0.893	4.411	4.695	4.017	15.877
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	0.891	1.833	4.552	2.029	9.913
Jonesia denitrificans DSM 20603	0.889	3.687	3.289	3.469	12.924
Staphylococcus pseudintermedius HKU10-03	0.881	1.115	2.515	1.94	10.02
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	0.88	2.291	2.219	2.018	11.669
Vibrio fischeri ES114	0.88	3.844	2.493	8.231	10.979
Aliivibrio salmonicida LFI1238	0.879	2.72	3.349	8.174	11.228
Deinococcus maricopensis DSM 21211	0.876	1.308	3.959	2.856	11.144
[Clostridium] saccharolyticum WM1	0.871	3.144	1.44	1.165	7.8
Hoeflea sp. IMCC20628	0.871	4.766	3.633	7.084	15.781
Corynebacterium atypicum	0.87	0.216	2.383	3.344	8.266
Paenibacillus borealis	0.868	4.031	5.984	3.895	13.01
Limnohabitans sp. 103DPR2	0.862	6.064	5.285	5.614	16.204
Rhodospirillum rubrum ATCC 11170	0.86	11.607	4.963	6.234	15.544
Gardnerella vaginalis 409-05	0.857	0.454	1.115	-0.119	1.736
Deinococcus radiodurans R1	0.857	4.303	3.851	3.762	14.362
Komagataeibacter xylinus E25	0.856	2.534	3.47	7.431	14.186
Marinobacter similis	0.854	1.498	2.271	2.181	11.451
[Eubacterium rectale] ATCC 33656	0.853	7.973	1.795	0.771	5.091
Tepidanaerobacter acetatoxydans Re1	0.851	10.085	0.239	1.026	3.853
Pantoea sp. At-9b	0.848	7.567	6.002	6.632	17.177
Vibrio antiquarius	0.846	2.648	2.891	9.904	11.737
Laribacter hongkongensis HLHK9	0.842	2.945	2.985	7.545	14.272
Prevotella sp. oral taxon 299 str. F0039	0.84	1.348	0.465	3.847	5.266
Wolbachia endosymbiont of Drosophila melanogaster	0.834	2.412	1.784	3.704	7.049
Fervidobacterium nodosum Rt17-B1	0.833	2.918	-0.728	0.889	6.363
Paraburkholderia xenovorans LB400	0.832	17.051	7.069	5.787	18.715
Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	0.822	4.729	0.878	-0.057	6.378
Hyphomicrobium nitrativorans NL23	0.817	15.968	3.795	7.993	16.163
Orientia tsutsugamushi str. Ikeda	0.809	1.568	1.466	3.719	7.184
Orientia tsutsugamushi str. Boryong	0.809	1.568	1.466	3.934	6.767
Rhodopseudomonas palustris HaA2	0.807	8.953	7.657	7.785	17.241
Vibrio campbellii ATCC BAA-1116	0.802	2.322	3.185	8.001	11.651
'Deinococcus soli' Cha et al. 2014	0.796	2.67	3.906	3.629	13.793
Burkholderia vietnamiensis G4	0.786	7.298	6.946	4.703	18.311
Pseudogulbenkiania sp. NH8B	0.785	5.241	3.231	3.417	15.977
Nitrosospira multiformis ATCC 25196	0.781	3.024	3.29	7.187	14.285
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'	0.78	2.712	3.157	5.013	14.084
Rhizobium gallicum bv. gallicum R602	0.777	15.582	6.288	7.497	18.703
Pseudomonas entomophila L48	0.777	3.885	4.379	5.17	15.561
Streptomyces sp. Mg1	0.775	3.412	4.458	2.095	15.745
Neorickettsia sennetsu str. Miyayama	0.761	0.64	1.293	3.927	7.083
Nitrosomonas communis	0.756	5.741	3.242	8.222	14.624
Moraxella ovis	0.756	2.826	2.261	4.826	11.049
Blattabacterium sp. (Periplaneta americana) str. BPLAN	0.755	-0.194	1.592	3.185	2.87
Wolbachia endosymbiont of Drosophila simulans wNo	0.754	2.476	2.17	3.489	7.268
Pirellula staleyi DSM 6068	0.754	14.288	3.731	6.251	15.44
Novosphingobium pentaromativorans US6-1	0.753	3.331	4.63	7.254	15.977
Limnohabitans sp. 63ED37-2	0.751	9.971	6.129	5.028	16.534
Lacimicrobium alkaliphilum	0.747	2.851	2.786	8.341	11.892
Bifidobacterium adolescentis ATCC 15703	0.745	0.668	1.413	0.801	2.946
Rickettsia helvetica C9P9	0.745	1.892	0.989	3.625	5.939
Bifidobacterium actinocoloniiforme DSM 22766	0.743	0.392	1.266	1.024	2.135
Cupriavidus basilensis	0.742	3.776	4.371	4.385	16.66
Gordonia sp. QH-11	0.741	2.098	3.655	2.355	14.988
Erysipelotrichaceae bacterium I46	0.738	4.14	1.692	1.341	6.522
Bifidobacterium indicum LMG 11587 = DSM 20214	0.737	0.101	1.788	0.007	3.931
Pseudomonas alkylphenolia	0.737	4.042	2.674	7.497	15.64
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	0.733	0.578	1.616	0.23	3.768
Streptomyces albulus	0.732	6.975	4.262	2.093	15.727
Bifidobacterium dentium Bd1	0.728	0.578	1.616	0.007	3.351
Lactobacillus ginsenosidimutans	0.726	0.828	0.676	0.401	3.042
Sphingopyxis alaskensis RB2256	0.725	3.662	3.49	7.264	15.4
Methylobacillus flagellatus KT	0.723	15.535	5.512	1.783	15.063
Fusobacterium nucleatum subsp. animalis 7_1	0.719	2.381	0.869	1.078	4.031
Treponema caldarium DSM 7334	0.717	2.822	1.21	0.938	5.344
alpha proteobacterium HIMB5	0.715	7.961	1.713	4.104	10.607
Leptotrichia buccalis C-1013-b	0.71	-0.312	0.766	-0.165	3.255
Acidaminococcus fermentans DSM 20731	0.705	1.511	0.67	0.936	5.206
Mesorhizobium ciceri biovar biserrulae WSM1271	0.704	17.252	6.478	3.889	17.551
Sphingobium japonicum UT26S	0.703	6.657	3.551	7.213	15.415
Oceanobacillus iheyensis HTE831	0.7	-0.359	4.28	3.377	10.48
Pseudomonas stutzeri CCUG 29243	0.7	5.821	3.814	8.217	13.346
Starkeya novella DSM 506	0.699	15.385	3.249	7.405	15.553
Solitalea canadensis DSM 3403	0.696	2.286	2.383	6.148	13.962
Staphylococcus hyicus	0.696	0.725	2.952	2.076	9.903
Clostridium tetani E88	0.691	6.965	0.302	1.164	5.871
Ethanoligenens harbinense YUAN-3	0.689	6.922	3.287	1.479	6.941
Vibrio tubiashii ATCC 19109	0.687	3.275	3.034	8.001	11.739
Candidatus Arthromitus sp. SFB-mouse-Japan	0.684	-0.277	-0.055	0.678	1.649
Candidatus Arthromitus sp. SFB-rat-Yit	0.684	0.172	-0.103	0.678	1.977
Methylobacterium extorquens PA1	0.683	17.528	7.203	6.173	17.266
Thermobacillus composti KWC4	0.676	4.99	3.435	3.689	12.659
Methylovorus glucosetrophus SIP3-4	0.675	15.905	3.374	4.551	15.137
Phenylobacterium zucineum HLK1	0.672	5.579	3.359	5.698	15.19
Bacteroides salanitronis DSM 18170	0.67	1.954	0.903	0.851	7.173
Coxiella-like endosymbiont	0.669	1.562	0.839	1.618	6.678
Vibrio coralliilyticus	0.662	3.051	2.876	8.077	13.365
Enterococcus faecalis V583	0.661	1.379	0.225	0.607	4.071
Plautia stali symbiont	0.655	4.445	4.306	5.731	13.141
[Clostridium] stercorarium subsp. stercorarium DSM 8532	0.654	9.324	3.645	1.201	5.985
Neorickettsia helminthoeca str. Oregon	0.654	0.664	1.157	3.927	7.385
Turneriella parva DSM 21527	0.651	2.005	3.888	6.128	14.231
Rufibacter sp. DG31D	0.648	3.555	3.348	5.351	12.853
Bifidobacterium thermophilum RBL67	0.647	0.668	1.413	0.801	2.995
Xenorhabdus doucetiae	0.641	3.972	2.479	2.887	11.73
Cyclobacterium marinum DSM 745	0.636	2.44	2.674	4.184	12.165
Bifidobacterium bifidum S17	0.629	-0.449	0.538	0.007	1.966
Fusobacterium hwasookii ChDC F206	0.628	5.057	3.161	0.64	5.396
Stenotrophomonas maltophilia R551-3	0.62	3.123	2.381	4.214	13.205
Tistrella mobilis KA081020-065	0.62	2.075	4.499	5.39	16.045
Anaplasma phagocytophilum str. HZ	0.619	2.068	1.313	3.442	6.662
Blattabacterium sp. (Blaberus giganteus)	0.619	-0.219	1.592	3.185	2.87
Ramlibacter tataouinensis	0.619	3.434	3.308	6.776	16.57
Rickettsia australis str. Cutlack	0.618	0.44	1.858	4.185	6.665
Pseudomonas stutzeri	0.618	3.666	4.456	7.226	15.853
Pseudomonas resinovorans NBRC 106553	0.615	3.713	3.396	6.341	15.675
Bacteroides helcogenes P 36-108	0.614	4.411	1.015	1.323	6.923
Candidatus Izimaplasma sp. HR1	0.603	1.99	-0.921	0.65	4.544
Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA	0.601	-0.099	1.986	3.185	3.115
Alteromonas australica	0.6	3.707	3.944	6.565	12.447
Bacillus lehensis G1	0.594	1.666	4.503	3.552	10.655
Acidovorax sp. JS42	0.59	3.863	3.296	6.67	15.786
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	0.589	2.22	2.958	1.169	7.277
Martelella endophytica	0.587	5.19	6.318	7.166	16.908
Finegoldia magna ATCC 29328	0.586	1.25	-0.59	0.474	4.324
Octadecabacter arcticus 238	0.581	5.063	4.841	4.017	14.564
Rickettsia conorii str. Malish 7	0.572	1.371	1.858	3.934	6.783
Ehrlichia canis str. Jake	0.569	1.855	1.842	3.704	7.228
Ehrlichia chaffeensis str. Arkansas	0.569	1.855	1.842	3.927	7.228
Anaplasma centrale str. Israel	0.569	1.855	1.842	3.704	7.228
Ehrlichia ruminantium str. Welgevonden	0.569	2.128	2.021	3.704	7.343
Ehrlichia muris AS145	0.569	2.017	1.875	3.665	7.244
Ehrlichia sp. HF	0.569	1.855	1.842	3.665	7.228
Alicycliphilus denitrificans BC	0.569	3.907	3.376	6.025	15.853
Listeria welshimeri serovar 6b str. SLCC5334	0.568	1.209	2.871	1.434	6.486
Bifidobacterium longum NCC2705	0.564	0.756	1.413	0.007	2.663
Blattabacterium sp. (Blattella germanica) str. Bge	0.564	0.421	2.897	3.185	3.992
Flavobacterium columnare	0.561	0.624	2.332	3.809	11.74
Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	0.56	-1.34	1.446	4.471	2.591
Clostridium lentocellum DSM 5427	0.558	4.974	6.185	0.813	8.657
Stenotrophomonas maltophilia K279a	0.558	3.3	1.758	4.29	12.63
Stenotrophomonas maltophilia JV3	0.558	3.123	2.381	5.371	13.073
Natrialba magadii ATCC 43099	0.552	5.56	3.57	1.518	11.478
Sphingobium sp. YBL2	0.549	6.232	3.565	7.213	16.115
Brachybacterium faecium DSM 4810	0.546	0.934	3.379	2.674	11
Acetobacter sp. SLV-7	0.544	3.571	3.524	6.637	13.484
Yersinia ruckeri	0.543	4.468	2.846	6.257	14.464
Haloquadratum walsbyi DSM 16790	0.542	6.482	3.72	3.033	13.022
Gardnerella vaginalis ATCC 14019	0.542	0.637	1.261	-0.119	1.835
Fibrobacter succinogenes subsp. succinogenes S85	0.535	5.268	4.426	0.988	8.878
Vulgatibacter incomptus	0.533	1.367	1.509	6.047	10.934
Glaciecola sp. 4H-3-7+YE-5	0.531	4.123	4.378	7.381	13.128
Bifidobacterium angulatum	0.53	0.578	1.413	0.363	2.946
Photorhabdus asymbiotica	0.527	5.165	3.284	2.218	12.929
Ralstonia mannitolilytica	0.526	4.211	4.364	4.312	16.664
Rickettsia monacensis	0.524	1.252	1.704	3.934	6.489
Rhodococcus pyridinivorans SB3094	0.524	2.206	3.655	2.502	14.637
Bifidobacterium animalis subsp. lactis AD011	0.522	0.631	1.722	1.298	3.285
Thermus parvatiensis	0.515	2.676	3.517	4.091	10.851
Treponema pallidum subsp. pallidum str. Nichols	0.508	-0.204	0.493	0.19	1.017
Natronomonas moolapensis 8.8.11	0.508	5.654	4.069	1.998	12.719
Wolbachia endosymbiont of Onchocerca ochengi	0.506	1.877	1.411	3.785	6.517
Sphingobium sp. MI1205	0.502	2.725	3.442	7.268	15.336
Pantoea vagans C9-1	0.501	4.045	3.808	5.01	14.951
Vibrio cholerae O1 biovar El Tor str. N16961	0.48	3.296	2.743	8.058	11.555
Candidatus Kinetoplastibacterium galatii TCC219	0.478	3.493	0.926	-0.057	5.392
Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	0.473	3.242	0.78	-0.057	5.648
Achromobacter xylosoxidans C54	0.465	4.074	3.799	7.702	16.429
Stenotrophomonas maltophilia	0.462	3.285	1.744	4.214	12.644
Macrococcus caseolyticus JCSC5402	0.455	-0.671	2.891	4.021	9.992
Treponema denticola ATCC 35405	0.452	1.026	0.107	0.865	3.17
Virgibacillus sp. SK37	0.452	-0.175	2.512	3.457	10.721
Phycisphaera mikurensis NBRC 102666	0.45	3.403	4.293	3.448	12.798
Persicobacter sp. JZB09	0.443	5.797	3.648	6.133	13.067
Pannonibacter phragmitetus	0.443	3.591	3.388	3.843	15.411
Sinorhizobium meliloti 1021	0.443	9.698	6.209	7.792	18.21
Bifidobacterium breve ACS-071-V-Sch8b	0.441	0.668	1.413	0.033	2.663
Tenacibaculum dicentrarchi	0.441	0.63	2.285	3.902	8.251
Archangium gephyra	0.434	3.229	3.319	5.131	16.822
Paenibacillus sp. 32O-W	0.433	2.994	4.433	4.021	12.908
Bartonella quintana str. Toulouse	0.432	1.174	1.111	1.216	6.462
Flavobacterium columnare ATCC 49512	0.43	-0.248	1.275	5.095	9.976
Neisseria gonorrhoeae FA 1090	0.429	2.063	0.928	3.012	10.204
Streptomyces sp. CCM_MD2014	0.428	2.079	3.373	2.596	14.973
Lactobacillus fermentum IFO 3956	0.427	0.992	1.461	1.195	3.041
Sphingobacterium sp. 21	0.426	2.777	3.359	5.137	15.461
Clostridium botulinum BKT015925	0.422	2.844	0.427	0.649	4.524
Sodalis glossinidius str. 'morsitans'	0.418	2.898	2.415	1.919	9.606
Candidatus Riesia pediculicola USDA	0.416	-1.573	1.137	0.784	1.922
Filifactor alocis ATCC 35896	0.412	0.214	-0.509	0.929	2.63
Paenibacillus naphthalenovorans	0.407	2.051	4.291	3.94	14.375
Candidatus Kinetoplastibacterium oncopeltii TCC290E	0.406	3.242	0.78	-0.057	5.561
Colwellia sp. MT41	0.402	2.863	2.932	8.027	13.711
Bacteroides dorei CL03T12C01	0.394	7.346	0.833	1.709	7.895
Liberibacter crescens BT-1	0.388	0.32	2.299	0.733	7.86
Yersinia pestis KIM10+	0.387	4.556	2.846	5.018	14.766
Ralstonia insidiosa	0.387	3.714	3.504	5.456	16.041
Pseudomonas mendocina NK-01	0.375	4.037	3.742	6.893	15.688
Prevotella denticola F0289	0.368	0.689	-0.498	3.731	6.568
Paraburkholderia fungorum	0.363	3.347	3.511	5.787	16.943
Tannerella forsythia 92A2	0.362	0.048	-0.498	3.353	3.878
Bradyrhizobium sp. S23321	0.362	6.113	7.433	8.414	19.299
Thermosipho africanus TCF52B	0.354	2.869	-0.582	1.052	6.262
Treponema pedis str. T A4	0.346	-0.067	0.301	0.865	4.865
Bacteroides vulgatus ATCC 8482	0.339	7.346	0.833	1.709	7.554
Halomonas huangheensis	0.339	3.497	3.231	6.826	16.11
Spirochaeta africana DSM 8902	0.335	3.945	1.239	1.453	6.347
Pimelobacter simplex	0.332	2.5	3.712	2.165	15.612
Paenibacillus sp. IHBB 10380	0.329	2.325	3.978	3.848	11.395
Dyadobacter fermentans DSM 18053	0.327	3.711	3.491	3.778	15.478
Rickettsia bellii RML369-C	0.324	1.188	1.923	3.719	7.208
Sinorhizobium medicae WSM419	0.323	10.195	6.431	7.619	18.387
Bacteroides fragilis YCH46	0.319	4.144	0.168	5.099	7.403
Myxococcus fulvus HW-1	0.319	2.833	3.543	5.346	15.445
Pseudomonas fluorescens	0.318	3.277	3.516	6.413	15.904
Tetragenococcus halophilus NBRC 12172	0.315	0.04	1.759	0.552	3.178
Actinomyces meyeri	0.314	0.152	-0.646	0.279	6.489
Sphingobacterium sp. ML3W	0.308	2.875	4.117	5.634	12.593
Amycolatopsis methanolica 239	0.305	2.416	3.41	2.241	15.838
Wolbachia endosymbiont of Cimex lectularius	0.305	2.171	1.784	3.704	7.141
[Eubacterium] eligens ATCC 27750	0.302	6.406	2.707	0.689	4.825
Burkholderia sp. HB1	0.302	14.232	3.231	5.274	16.378
Marinobacter hydrocarbonoclasticus VT8	0.294	6.204	3.514	6.606	13.264
Parachlamydia acanthamoebae UV-7	0.285	-0.875	1.061	4.356	11.844
Burkholderia sp. CCGE1003	0.285	14.162	3.434	5.274	16.919
Teredinibacter turnerae T7901	0.281	3.982	7.597	4.603	14.025
Clostridium kluyveri NBRC 12016	0.279	4.609	3.921	0.944	7.288
Serratia marcescens FGI94	0.279	4.445	3.652	6.245	15.474
Paracoccus aminophilus JCM 7686	0.276	2.883	3.842	3.629	15.539
Bifidobacterium scardovii JCM 12489 = DSM 13734	0.272	0.511	1.641	0.289	3.548
Polymorphum gilvum SL003B-26A1	0.27	4.789	4.502	5.778	16.595
Croceicoccus naphthovorans	0.27	3.162	4.379	7.503	15.23
Cellulomonas fimi ATCC 484	0.268	2.323	3.438	3.254	14.898
Prevotella fusca JCM 17724	0.266	-0.303	-0.529	3.036	6.372
Massilia sp. NR 4-1	0.265	3.469	3.511	6.101	16.975
Bordetella petrii	0.264	4.374	3.596	7.407	16.192
Glaciecola nitratireducens FR1064	0.264	2.786	3.242	4.778	11.626
Rothia mucilaginosa DY-18	0.261	0.317	2.588	0.87	7.642
Candidatus Midichloria mitochondrii IricVA	0.261	2.052	1.128	3.402	6.942
Rothia mucilaginosa	0.261	0.766	2.54	0.87	7.883
Peptoniphilus sp. ING2-D1G	0.26	0.564	-0.225	1.04	2.826
Bacteroides caecimuris	0.259	2.709	0.903	1.486	7.134
Achromobacter denitrificans	0.256	4.094	3.799	7.702	16.488
Candidatus Pelagibacter ubique HTCC1062	0.254	2.698	2.141	4.18	11.132
Mycobacterium vanbaalenii PYR-1	0.247	3.583	4.465	2.276	15.866
Bifidobacterium kashiwanohense PV20-2	0.244	0.578	1.413	0.083	2.946
Burkholderia glumae PG1	0.237	4.937	4.364	5.619	17.063
Treponema putidum	0.225	1.151	0.107	0.071	3.511
Photorhabdus temperata subsp. thracensis	0.224	4.78	3.849	2.375	13.483
Candidatus Liberibacter asiaticus str. psy62	0.222	0.773	1.615	0.688	6.569
Psychromonas ingrahamii 37	0.217	3.566	4.234	6.848	12.732
Planococcus sp. L10.15	0.207	-0.981	2.211	3.725	9.034
Listeria seeligeri serovar 1/2b str. SLCC3954	0.205	1.423	2.79	1.434	7.152
Streptococcus salivarius JIM8777	0.201	-0.799	0.044	0.81	1.41
Maricaulis maris MCS10	0.2	1.782	3.359	4.158	14.471
Flavobacterium branchiophilum FL-15	0.195	1.566	3.515	4.453	11.178
Sphaerochaeta coccoides DSM 17374	0.192	0.212	1.744	1.089	3.237
endosymbiont of Acanthamoeba sp. UWC8	0.191	1.605	1.803	4.212	7.116
Rickettsia typhi str. Wilmington	0.189	1.032	1.858	3.978	6.501
Rickettsia prowazekii str. Rp22	0.189	1.032	1.858	4.185	6.784
Streptomyces fulvissimus DSM 40593	0.189	3.066	3.41	2.099	15.464
Corynebacterium simulans	0.187	-0.028	2.757	3.163	9.536
Pantoea sp. PSNIH2	0.186	4.256	2.792	6.418	13.999
Pseudopedobacter saltans DSM 12145	0.185	3.341	3.465	5.633	12.575
Pseudomonas parafulva	0.184	2.678	3.574	3.884	14.878
Treponema sp. OMZ 838	0.183	0.741	-0.688	0.322	2.742
Ramlibacter tataouinensis TTB310	0.182	4.113	3.427	3.785	15.965
Devosia sp. H5989	0.179	3.003	3.701	3.627	14.53
Delftia acidovorans SPH-1	0.174	3.685	3.499	5.05	16.447
Salinibacter ruber DSM 13855	0.17	1.759	2.528	3.07	10.408
Nitrosospira briensis C-128	0.166	1.878	3.259	7.28	14.731
Methylophilus sp. TWE2	0.164	18.744	5.025	4.457	15.88
Candidatus Liberibacter americanus str. Sao Paulo	0.163	1.035	1.615	0.688	6.849
Agarivorans gilvus	0.162	4.148	6.836	3.884	12.571
Herbaspirillum seropedicae SmR1	0.161	5.494	6.146	5.021	17.728
Herbaspirillum rubrisubalbicans M1	0.161	5.494	6.146	5.378	17.728
Moritella viscosa	0.154	1.594	3.589	8.574	12.125
Myxococcus hansupus	0.153	4.551	3.792	5.253	16.2
Bartonella clarridgeiae 73	0.152	0.792	1.648	1.457	7.256
Flavobacterium psychrophilum JIP02/86	0.151	-0.418	1.681	5.31	9.325
Bifidobacterium pseudolongum PV8-2	0.147	0.421	1.722	0.586	3.582
Bartonella ancashensis	0.146	0.792	1.648	1.443	7.037
Variovorax paradoxus B4	0.145	14.562	4.516	3.807	16.287
Cellulomonas gilvus ATCC 13127	0.141	2.516	3.519	3.33	14.156
Atopobium parvulum DSM 20469	0.14	1.149	1.093	0.616	2.109
Altererythrobacter epoxidivorans	0.136	3.137	3.461	4.735	13.713
Candidatus Liberibacter solanacearum CLso-ZC1	0.135	0.422	1.615	0.688	6.731
Candidatus Liberibacter africanus PTSAPSY	0.135	0.332	1.615	0.688	6.278
secondary endosymbiont of Heteropsylla cubana	0.134	0.164	0.816	0.148	1.087
Myxococcus xanthus DK 1622	0.134	2.771	3.319	5.346	15.919
Staphylococcus schleiferi	0.133	1.161	1.878	1.982	8.837
Parascardovia denticolens DSM 10105 = JCM 12538	0.129	-0.382	0.94	-0.119	1.872
Rickettsia felis URRWXCal2	0.125	1.195	1.858	3.97	7.089
Candidatus Xiphinematobacter sp. Idaho Grape	0.123	-0.448	2.538	3.268	4.083
Rhizobium tropici CIAT 899	0.121	6.724	6.339	3.65	17.507
Pseudomonas sp. StFLB209	0.12	3.889	2.674	5.17	14.807
Spiroplasma eriocheiris CCTCC M 207170	0.12	-0.486	0.006	0.931	0.854
Corynebacterium doosanense CAU 212 = DSM 45436	0.119	0.646	4.534	2.755	9.981
Scardovia inopinata JCM 12537	0.118	-0.493	0.794	0.104	1.717
Mycobacterium phlei	0.118	3.491	3.675	2.418	15.09
Francisella tularensis subsp. tularensis SCHU S4	0.116	1.455	1.186	1.674	7.755
Niabella soli DSM 19437	0.113	2.882	2.868	5.582	13.488
Xenorhabdus bovienii SS-2004	0.11	3.727	2.558	2.887	11.799
Chelativorans sp. BNC1	0.108	2.587	3.521	3.574	14.874
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	0.107	0.416	2.05	0.801	3.36
Spiroplasma chrysopicola DF-1	0.107	0.03	0.542	0.137	0.578
Lactobacillus koreensis	0.107	0.77	-0.396	-0.611	2.669
Rickettsia canadensis str. McKiel	0.105	1.371	1.858	3.934	6.588
Porphyromonas gingivalis W83	0.104	-0.254	-0.652	4.932	4.333
Bartonella bacilliformis KC583	0.103	0.792	1.648	1.525	7.217
Glutamicibacter arilaitensis Re117	0.103	0.64	3.373	2.287	12.667
Neisseria lactamica 020-06	0.102	2.754	1.908	3.113	11.733
Erwinia billingiae Eb661	0.102	4.267	3.094	4.868	14.39
Prevotella melaninogenica ATCC 25845	0.098	0.933	-0.403	2.955	5.939
Draconibacterium orientale	0.098	2.767	3.482	6.015	10.252
Nitrosomonas sp. Is79A3	0.097	3.098	3.639	7.529	14.505
Janthinobacterium sp. B9-8	0.097	3.605	4.525	7.116	15.277
Collimonas pratensis	0.093	4.09	4.376	3.857	16.054
Castellaniella defragrans 65Phen	0.093	7.933	3.424	4.09	15.171
Xenorhabdus poinarii G6	0.09	2.829	3.195	1.917	12.169
Corynebacterium maris DSM 45190	0.088	0.395	3.465	2.533	10.765
Lactococcus piscium MKFS47	0.087	1.971	1.338	0.482	3.213
Polynucleobacter necessarius subsp. necessarius STIR1	0.085	3.733	2.077	4.807	10.601
Arsenicicoccus sp. oral taxon 190	0.08	2.469	3.746	5.452	14.806
Rickettsia akari str. Hartford	0.078	1.032	1.858	4.185	6.501
Bartonella australis Aust/NH1	0.071	0.792	1.648	1.857	7.514
Planococcus antarcticus DSM 14505	0.061	1.691	3.078	3.583	10.367
Allofrancisella guangzhouensis	0.06	1.455	1.186	1.54	7.323
Nitrobacter winogradskyi Nb-255	0.06	1.858	4.63	4.683	14.621
Robiginitalea biformata HTCC2501	0.057	1.959	3.422	4.306	10.207
Cupriavidus gilardii CR3	0.053	3.474	3.362	4.333	15.964
Saccharophagus degradans 2-40	0.049	2.664	4.215	6.895	12.006
Listeria monocytogenes serotype 4b str. F2365	0.048	1.554	2.871	1.434	6.367
Listeria ivanovii subsp. ivanovii PAM 55	0.047	0.974	2.838	1.434	6.494
Pseudomonas pseudoalcaligenes CECT 5344	0.042	3.441	4.024	7.858	16.124
Kingella kingae	0.035	2.157	2.165	3.234	10.67
Elizabethkingia anophelis NUHP1	0.035	2.331	2.781	2.529	12.138
Methylobacterium sp. AMS5	0.032	17.334	7.071	6.173	17.691
Opitutaceae bacterium TAV5	0.03	4.531	7.009	5.93	13.986
Marinobacter sp. BSs20148	0.03	2.578	3.893	4.25	13.432
Onion yellows phytoplasma OY-M	0.029	-0.546	0.166	-0.035	0.351
Candidatus Amoebophilus asiaticus 5a2	0.028	1.468	0.202	0.576	4.132
Brachyspira intermedia PWS/A	0.028	5.06	0.16	1.705	4.808
Pseudomonas oryzihabitans	0.021	5.172	3.329	5.24	15.297
Hymenobacter sp. DG25B	0.019	0.96	2.004	5.136	11.382
Pantoea rwandensis	0.018	4.152	4.132	5.592	15.183
Roseateles depolymerans	0.016	5.866	6.166	4.212	16.146
Paenibacillus sp. JDR-2	0.015	2.477	3.2	3.628	13.805
Psychroflexus torquis ATCC 700755	0.008	-0.409	3.194	3.964	8.581
Piscirickettsia salmonis LF-89 = ATCC VR-1361	0.006	2.836	1.291	1.195	8.414
Candidatus Puniceispirillum marinum IMCC1322	0.006	5.219	3.259	4.185	14.534
Brachyspira murdochii DSM 12563	-0.001	5.997	0.088	1.633	5.232
Riemerella anatipestifer ATCC 11845 = DSM 15868	-0.012	-0.641	0.906	6.397	8.607
Neisseria meningitidis MC58	-0.014	2.754	1.908	2.748	11.316
Chitinophaga pinensis DSM 2588	-0.022	2.837	3.427	4.765	16.317
Advenella kashmirensis WT001	-0.025	3.703	0.923	1.849	11.197
Sneathia amnii	-0.031	-0.029	-0.14	-0.093	0.571
Candidatus Pelagibacter sp. IMCC9063	-0.032	2.998	3.504	4.104	9.54
Dermacoccus nishinomiyaensis	-0.032	2.211	3.569	3.583	13.022
Enterococcus faecium DO	-0.034	0.645	1.7	0.429	2.515
Verrucomicrobium spinosum DSM 4136 = JCM 18804	-0.037	3.006	4.269	4.386	14.126
Myxococcus stipitatus DSM 14675	-0.039	4.502	3.65	5.346	16.307
Taylorella equigenitalis MCE9	-0.04	1.92	1.1	4.451	9.602
Taylorella asinigenitalis MCE3	-0.04	1.92	1.1	4.189	9.602
Lactococcus garvieae ATCC 49156	-0.042	0.795	1.29	0.535	2.521
Erwinia tasmaniensis Et1/99	-0.042	3.572	3.352	4.186	13.669
Olsenella uli DSM 7084	-0.044	0.25	0.403	0.954	2.359
Enterococcus mundtii QU 25	-0.045	0.18	1.306	0.012	2.445
Parvularcula bermudensis HTCC2503	-0.046	2.571	3.076	3.799	13.476
Candidatus Carsonella ruddii HT isolate Thao2000	-0.048	-0.412	1.429	0.681	1.258
Mycoplasma penetrans HF-2	-0.048	-0.631	0.088	-0.005	1.093
Xenorhabdus nematophila AN6/1	-0.05	4.365	3.44	1.97	12.803
Prevotella intermedia 17	-0.053	0.856	-0.235	4.18	5.981
