# dom_assign_file=pfam_cover10/GENOMAS_NCBI_nr_24042014_size30_cover10.faa.pf.tab list_file=LISTA_AZUFREabril2014 dom_assign_file2=

# number of taxa in LISTA_AZUFREabril2014 = 93

	PF00005	PF00009	PF00034	PF00037	PF00106	PF00111	PF00124	PF00171	PF00174	PF00175	PF00202	PF00205	PF00258	PF00291	PF00296	PF00355	PF00374	PF00378	PF00384	PF00389	PF00441	PF00459	PF00484	PF00501	PF00528	PF00534	PF00556	PF00557	PF00581	PF00667	PF00848	PF00890	PF00970	PF01011	PF01058	PF01070	PF01077	PF01087	PF01208	PF01292	PF01370	PF01384	PF01507	PF01515	PF01547	PF01553	PF01568	PF01571	PF01583	PF01613	PF01747	PF02167	PF02332	PF02406	PF02515	PF02615	PF02635	PF02662	PF02665	PF02668	PF02770	PF02771	PF02775	PF02776	PF02826	PF02872	PF02910	PF03144	PF03358	PF03404	PF03460	PF03916	PF03967	PF04069	PF04077	PF04173	PF04295	PF04358	PF04663	PF04879	PF04945	PF05239	PF05398	PF06099	PF07680	PF07682	PF07883	PF07992	PF08669	PF08770	PF09084	PF09242	PF09459	PF10418	PF10518	PF11511	PF12139	PF12798	PF12806	PF12831	PF12838	PF12857	PF13183	PF13193	PF13237	PF13247	PF13360	PF13442	PF13501	PF13570	PF13577	PF13579	PF13746	PF14306
Ruminococcus sp. SR1/5	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
Ruminococcus torques L2-14	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
Runella slithyformis DSM 19594	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0
Saccharomonospora viridis DSM 43017	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Saccharophagus degradans 2-40	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0
Saccharopolyspora erythraea NRRL 2338	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Saccharothrix espanaensis DSM 44229	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0
Salinarchaeum sp. Harcht-Bsk1	1	1	0	1	1	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Salinibacter ruber M8	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Salinispora arenicola CNS-205	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1
Salinispora tropica CNB-440	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Salmonella bongori N268-08	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Salmonella enterica subsp. arizonae serovar 62:z4,z23:- str. RSK2980	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0
Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0
Sanguibacter keddieii DSM 10542	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Saprospira grandis str. Lewin	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sebaldella termitidis ATCC 33386	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Segniliparus rotundus DSM 44985	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Selenomonas ruminantium subsp. lactilytica TAM6421	1	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Selenomonas sputigena ATCC 35185	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0
Serratia liquefaciens ATCC 27592	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0
Serratia marcescens FGI94	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Serratia marcescens WW4	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0
Serratia plymuthica S13	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Serratia proteamaculans 568	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0
Serratia sp. ATCC 39006	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0
Serratia symbiotica str. 'Cinara cedri'	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella amazonensis SB2B	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0
Shewanella baltica OS195	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0
Shewanella denitrificans OS217	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
Shewanella frigidimarina NCIMB 400	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0
Shewanella halifaxensis HAW-EB4	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0
Shewanella loihica PV-4	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0
Shewanella oneidensis MR-1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0
Shewanella pealeana ATCC 700345	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Shewanella piezotolerans WP3	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0
Shewanella putrefaciens 200	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Shewanella sediminis HAW-EB3	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0
Shewanella sp. ANA-3	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0
Shewanella violacea DSS12	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0
Shewanella woodyi ATCC 51908	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0
Shimwellia blattae DSM 4481 = NBRC 105725	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0
Sideroxydans lithotrophicus ES-1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1
Simiduia agarivorans SA1 = DSM 21679	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0
Simkania negevensis Z	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Singulisphaera acidiphila DSM 18658	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Sinorhizobium fredii HH103	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0
Sinorhizobium fredii NGR234	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0
Sinorhizobium fredii USDA 257	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0
Sinorhizobium medicae WSM419	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0
Sinorhizobium meliloti SM11	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0
Slackia heliotrinireducens DSM 20476	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0
Sodalis glossinidius str. 'morsitans'	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Solibacillus silvestris StLB046	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
