	sulfur	carbon	oxygen	iron	nitrogen
GCF_000227665.2_ASM22766v3_protein.faa.named.faa	1.980	4.200	4.031	3.292	15.052
GCF_000784875.1_ASM78487v3_protein.faa.named.faa	-0.735	3.653	3.201	4.733	13.993
GCF_001610975.1_ASM161097v1_protein.faa.named.faa	-0.653	2.667	3.648	8.349	13.971
GCF_001643975.1_ASM164397v1_protein.faa.named.faa	5.619	4.215	2.577	7.925	12.009
GCF_000816105.1_ASM81610v1_protein.faa.named.faa	5.542	11.384	-0.423	-0.120	6.851
GCF_001606005.1_ASM160600v1_protein.faa.named.faa	-0.649	2.373	2.514	2.415	11.470
GCF_000020905.1_ASM2090v1_protein.faa.named.faa	4.442	3.978	-0.206	0.132	4.654
GCF_000092125.1_ASM9212v1_protein.faa.named.faa	4.752	5.084	3.437	5.524	15.425
GCF_001632845.1_ASM163284v1_protein.faa.named.faa	5.111	11.194	5.072	8.039	14.767
GCF_000230955.2_ASM23095v3_protein.faa.named.faa	-1.192	5.637	3.637	2.595	11.834
GCF_000583875.1_ASM58387v1_protein.faa.named.faa	-0.384	-0.769	0.065	0.590	1.289
GCF_000024085.1_ASM2408v1_protein.faa.named.faa	1.453	2.763	2.371	4.112	11.664
GCF_900087055.1_31289_E01_protein.faa.named.faa	2.800	5.436	2.292	7.756	14.062
GCF_000145705.1_ASM14570v1_protein.faa.named.faa	-1.057	-0.110	0.010	-0.177	-0.115
GCF_000013725.1_ASM1372v1_protein.faa.named.faa	4.007	77.602	4.527	3.997	10.825
GCF_000512125.1_ASM51212v1_protein.faa.named.faa	2.720	6.341	2.241	6.187	14.389
GCF_001271345.1_ASM127134v1_protein.faa.named.faa	1.949	2.200	3.133	7.902	15.503
GCF_000022985.1_ASM2298v1_protein.faa.named.faa	4.156	4.486	1.232	5.157	8.267
GCF_000264455.2_ASM26445v2_protein.faa.named.faa	0.336	2.075	4.499	5.390	16.045
GCF_000021905.1_ASM2190v1_protein.faa.named.faa	8.852	17.559	2.929	5.318	11.252
GCF_000789395.1_ASM78939v1_protein.faa.named.faa	1.431	1.559	0.219	1.119	5.985
GCF_000014445.1_ASM1444v1_protein.faa.named.faa	-1.281	0.830	1.716	1.234	3.008
GCF_000091985.1_ASM9198v1_protein.faa.named.faa	2.473	1.754	1.223	4.620	7.094
GCF_000007205.1_ASM720v1_protein.faa.named.faa	-0.384	-0.902	0.221	0.509	1.564
GCF_001281505.1_ASM128150v1_protein.faa.named.faa	0.967	1.612	0.997	1.606	7.793
GCF_000013345.1_ASM1334v1_protein.faa.named.faa	1.938	5.752	6.356	2.770	17.635
GCF_000007905.1_ASM790v1_protein.faa.named.faa	3.488	2.754	0.566	6.669	9.619
GCF_000010405.1_ASM1040v1_protein.faa.named.faa	8.730	3.704	3.690	7.398	13.431
GCF_000246855.1_ASM24685v1_protein.faa.named.faa	1.169	4.078	4.283	4.153	16.428
GCF_000016165.1_ASM1616v1_protein.faa.named.faa	8.433	7.931	3.771	3.586	11.501
GCF_000005845.2_ASM584v2_protein.faa.named.faa	2.123	5.942	2.956	6.065	14.562
GCF_000014785.1_ASM1478v1_protein.faa.named.faa	4.843	4.026	3.659	8.431	14.762
GCF_000956315.1_ASM95631v1_protein.faa.named.faa	-0.764	-0.044	0.588	0.069	0.381
GCF_000612685.1_scf7180000000004_protein.faa.named.faa	-0.035	7.933	3.424	4.090	15.171
GCF_000304215.1_ASM30421v1_protein.faa.named.faa	1.083	0.481	1.417	0.007	3.604
GCF_001442815.1_ASM144281v1_protein.faa.named.faa	0.808	1.948	3.155	2.464	10.499
GCF_000020485.1_ASM2048v1_protein.faa.named.faa	5.499	7.392	1.292	0.502	5.618
GCF_000092405.1_ASM9240v1_protein.faa.named.faa	5.096	8.649	2.839	1.672	9.911
GCF_000259275.1_ASM25927v1_protein.faa.named.faa	3.220	3.059	1.246	7.463	9.145
GCF_000980835.1_ASM98083v1_protein.faa.named.faa	-0.491	-0.837	3.564	3.182	7.293
GCF_000242635.2_ASM24263v3_protein.faa.named.faa	0.486	2.286	2.383	6.148	13.962
GCF_001605725.1_ASM160572v1_protein.faa.named.faa	-1.068	1.547	4.709	2.165	15.909
GCF_001658025.1_ASM165802v1_protein.faa.named.faa	2.599	7.576	4.473	2.577	15.069
GCF_000310065.1_ASM31006v1_protein.faa.named.faa	2.158	3.807	3.860	3.473	14.568
GCF_000023605.1_ASM2360v1_protein.faa.named.faa	1.758	4.902	2.093	4.464	13.908
GCF_000009605.1_ASM960v1_protein.faa.named.faa	2.167	3.023	2.957	0.997	7.367
GCF_000236925.1_ASM23692v1_protein.faa.named.faa	-0.363	0.942	2.418	2.307	8.930
GCF_001006045.1_ASM100604v1_protein.faa.named.faa	7.615	32.310	2.129	5.091	9.656
GCF_000761135.1_ASM76113v1_protein.faa.named.faa	-1.275	0.492	0.534	-0.350	1.461
GCF_000816025.1_ASM81602v1_protein.faa.named.faa	-0.755	6.714	4.458	1.973	15.745
GCF_000817955.1_ASM81795v1_protein.faa.named.faa	4.810	9.041	4.932	8.606	15.833
GCF_000439435.1_ASM43943v1_protein.faa.named.faa	-0.575	-0.205	0.087	0.218	0.260
GCF_000241025.1_ASM24102v2_protein.faa.named.faa	4.408	4.849	0.549	4.784	6.712
GCF_000025005.1_ASM2500v1_protein.faa.named.faa	2.981	6.938	2.760	3.358	14.059
GCF_001482385.1_ASM148238v1_protein.faa.named.faa	-1.478	0.713	4.196	4.510	10.854
GCF_000015205.1_ASM1520v1_protein.faa.named.faa	7.947	7.353	0.806	0.251	7.638
GCF_000244875.1_ASM24487v1_protein.faa.named.faa	1.928	7.923	3.801	0.741	8.897
GCF_001488575.1_Halobacterium_hubeiense_JI20-1_protein.faa.named.faa	2.491	8.371	2.512	2.818	12.010
GCF_000011805.1_ASM1180v1_protein.faa.named.faa	0.690	3.844	2.493	8.231	10.979
GCF_000242455.2_ASM24245v3_protein.faa.named.faa	4.143	15.970	3.905	5.726	16.543
GCF_000283575.1_ASM28357v1_protein.faa.named.faa	1.109	7.313	0.980	0.476	6.429
GCF_000284375.1_ASM28437v1_protein.faa.named.faa	1.697	6.777	7.258	6.758	19.181
GCF_000219705.1_ASM21970v1_protein.faa.named.faa	1.641	3.016	2.805	3.812	15.009
GCF_000183425.1_ASM18342v1_protein.faa.named.faa	-0.651	1.051	3.467	4.529	9.696
GCF_001660045.1_ASM166004v1_protein.faa.named.faa	-0.638	2.484	3.245	2.718	15.724
GCF_001507665.1_ASM150766v1_protein.faa.named.faa	0.562	2.719	3.828	4.067	13.283
GCF_000218895.1_ASM21889v1_protein.faa.named.faa	1.018	4.223	3.427	5.258	15.305
GCF_000023865.1_ASM2386v1_protein.faa.named.faa	1.757	4.893	4.907	2.241	15.032
GCF_000253275.1_ASM25327v1_protein.faa.named.faa	-0.091	1.566	3.515	4.453	11.178
GCF_000297075.2_Ppseudo_final_protein.faa.named.faa	-0.050	3.441	4.024	7.858	16.124
GCF_000269985.1_ASM26998v1_protein.faa.named.faa	-1.225	2.793	3.154	1.726	15.358
GCF_000008345.1_ASM834v1_protein.faa.named.faa	1.791	1.784	1.633	3.735	11.796
GCF_000021865.1_ASM2186v1_protein.faa.named.faa	3.310	9.720	5.862	7.882	16.084
GCF_001605965.1_ASM160596v1_protein.faa.named.faa	0.796	3.690	3.790	5.292	14.950
GCF_000012085.1_ASM1208v1_protein.faa.named.faa	-0.764	-0.044	0.588	0.069	0.381
GCF_000757845.1_ASM75784v1_protein.faa.named.faa	2.611	6.921	7.124	3.421	11.375
GCF_000284635.1_ASM28463v1_protein.faa.named.faa	2.751	2.533	0.489	6.588	9.336
GCF_001302565.1_ASM130256v1_protein.faa.named.faa	-2.186	1.376	3.668	2.719	12.457
GCF_000069965.1_ASM6996v1_protein.faa.named.faa	3.092	5.397	2.144	3.168	11.983
GCF_000021985.1_ASM2198v1_protein.faa.named.faa	9.505	6.337	4.021	7.065	14.473
GCF_001414055.1_ASM141405v1_protein.faa.named.faa	-1.992	2.208	4.963	5.767	15.331
GCF_000146875.3_ASM14687v2_protein.faa.named.faa	3.497	2.985	2.878	1.950	9.955
GCF_000179035.2_ASM17903v2_protein.faa.named.faa	-0.043	-0.153	0.010	-0.082	0.139
GCF_000600005.1_ASM60000v1_protein.faa.named.faa	1.319	4.935	3.558	1.219	11.353
GCF_000016565.1_ASM1656v1_protein.faa.named.faa	-0.550	3.244	2.961	7.639	15.384
GCF_000961515.1_ASM96151v1_protein.faa.named.faa	0.174	3.347	3.511	5.787	16.943
GCF_000009785.1_ASM978v1_protein.faa.named.faa	2.523	4.787	3.193	4.021	14.323
GCF_000063605.1_ASM6360v1_protein.faa.named.faa	-0.892	-0.391	0.010	-0.177	-0.115
GCF_000982715.1_ASM98271v1_protein.faa.named.faa	1.641	3.255	3.452	2.494	14.583
GCF_001648175.1_ASM164817v1_protein.faa.named.faa	-1.137	4.317	4.312	3.548	15.341
GCF_000769655.1_ASM76965v1_protein.faa.named.faa	5.570	8.719	-0.430	-0.066	6.788
GCF_000019125.1_ASM1912v1_protein.faa.named.faa	1.466	2.924	2.805	6.413	14.919
GCF_000011385.1_ASM1138v1_protein.faa.named.faa	1.936	7.709	6.421	3.303	15.950
GCF_000747525.1_ASM74752v1_protein.faa.named.faa	-0.038	2.875	4.117	5.634	12.593
GCF_000014165.1_ASM1416v1_protein.faa.named.faa	1.707	3.509	4.564	2.418	15.513
GCF_000012265.1_ASM1226v1_protein.faa.named.faa	-0.361	7.035	4.544	6.910	15.359
GCF_001278715.1_ASM127871v1_protein.faa.named.faa	-0.577	3.633	3.063	2.342	13.186
GCF_000970285.1_ASM97028v1_protein.faa.named.faa	5.320	78.987	4.777	2.944	11.891
GCF_000730385.1_ASM73038v1_protein.faa.named.faa	0.335	3.707	3.944	6.565	12.447
GCF_000341355.1_ASM34135v1_protein.faa.named.faa	-0.077	0.792	1.648	1.857	7.514
GCF_000218625.1_ASM21862v1_protein.faa.named.faa	4.610	5.886	1.154	5.363	11.757
GCF_000590455.1_ASM59045v1_protein.faa.named.faa	1.111	0.472	3.713	3.552	11.588
GCF_001278075.1_ASM127807v1_protein.faa.named.faa	-1.530	1.818	3.569	2.019	15.186
GCF_000648515.1_ASM64851v1_protein.faa.named.faa	2.084	4.243	1.477	6.187	14.389
GCF_000017145.1_ASM1714v1_protein.faa.named.faa	-0.031	10.195	6.431	7.619	18.387
GCF_000255115.2_ASM25511v3_protein.faa.named.faa	8.619	17.759	4.490	6.923	14.499
GCF_000385925.1_ASM38592v1_protein.faa.named.faa	-1.755	-0.915	-0.554	0.158	2.281
GCF_000196455.1_ASM19645v1_protein.faa.named.faa	1.843	8.330	0.241	0.585	7.018
GCF_000328725.1_ASM32872v1_protein.faa.named.faa	-0.408	-0.605	0.010	-0.177	-0.115
GCF_001553605.1_ASM155360v1_protein.faa.named.faa	10.299	8.842	1.665	6.536	9.025
GCF_000818095.1_ASM81809v1_protein.faa.named.faa	-1.275	1.725	4.167	3.461	12.234
GCF_000020805.1_ASM2080v1_protein.faa.named.faa	5.721	4.888	5.321	7.924	16.180
GCF_000016185.1_ASM1618v1_protein.faa.named.faa	0.774	8.453	5.910	8.296	15.625
GCF_000017605.1_ASM1760v1_protein.faa.named.faa	0.917	2.712	3.157	5.013	14.084
GCF_001587175.1_ASM158717v1_protein.faa.named.faa	-0.660	-0.396	0.266	0.158	1.525
GCF_000517445.1_ASM51744v1_protein.faa.named.faa	7.537	9.735	-0.227	0.609	6.648
GCF_001483385.1_ASM148338v1_protein.faa.named.faa	0.261	0.630	2.285	3.902	8.251
GCF_001456115.1_ASM145611v1_protein.faa.named.faa	-0.947	2.031	3.569	5.277	14.955
GCF_000020585.3_ASM2058v3_protein.faa.named.faa	1.410	3.267	2.856	6.780	10.970
GCF_001553895.1_ASM155389v1_protein.faa.named.faa	1.606	1.191	3.424	3.304	12.652
GCF_000265465.1_ASM26546v1_protein.faa.named.faa	-1.006	-1.906	0.910	5.443	4.869
GCF_000015945.1_ASM1594v1_protein.faa.named.faa	7.076	5.676	0.164	0.060	4.473
GCF_000092245.1_ASM9224v1_protein.faa.named.faa	5.859	9.606	5.736	7.886	16.366
GCF_000306785.1_ASM30678v1_protein.faa.named.faa	1.653	2.723	3.658	2.318	15.543
GCF_000759535.1_ASM75953v1_protein.faa.named.faa	-0.577	2.391	2.985	5.170	14.076
GCF_000007385.1_ASM738v1_protein.faa.named.faa	-2.075	3.299	3.186	4.678	14.107
GCF_000021745.1_ASM2174v1_protein.faa.named.faa	2.089	18.590	7.179	5.035	17.503
GCF_000283475.1_ASM28347v1_protein.faa.named.faa	0.655	3.717	4.168	4.334	16.255
GCF_000834455.1_ASM83445v1_protein.faa.named.faa	2.780	5.540	2.669	6.502	14.550
GCF_000011585.1_ASM1158v1_protein.faa.named.faa	5.454	77.375	4.981	0.496	7.911
GCF_000470775.1_ASM47077v1_protein.faa.named.faa	-2.954	-1.811	2.401	4.026	7.433
GCF_000590475.1_ASM59047v1_protein.faa.named.faa	0.521	3.666	4.456	7.226	15.853
GCF_001442755.1_ASM144275v1_protein.faa.named.faa	-0.453	3.645	4.823	5.347	15.848
GCF_000006865.1_ASM686v1_protein.faa.named.faa	-0.137	1.701	1.518	0.607	3.443
GCF_000495935.2_ASM49593v2_protein.faa.named.faa	-0.207	2.331	2.781	2.529	12.138
GCF_000007725.1_ASM772v1_protein.faa.named.faa	2.297	2.098	1.527	1.078	6.240
GCF_000196815.1_ASM19681v1_protein.faa.named.faa	1.708	5.570	3.611	5.688	15.224
GCF_000011745.1_ASM1174v1_protein.faa.named.faa	2.127	2.874	3.117	1.271	7.916
GCF_001042675.1_ASM104267v1_protein.faa.named.faa	0.175	-0.382	0.940	-0.119	1.872
GCF_001021085.1_ASM102108v1_protein.faa.named.faa	0.226	0.332	1.615	0.688	6.278
GCF_000230995.2_ASM23099v3_protein.faa.named.faa	-0.437	6.985	6.478	3.889	17.551
GCF_000018025.1_ASM1802v1_protein.faa.named.faa	2.816	4.538	2.680	10.169	12.554
GCF_000348745.1_ASM34874v1_protein.faa.named.faa	-0.716	1.064	0.997	3.726	8.722
GCF_000299435.1_ASM29943v1_protein.faa.named.faa	-2.063	-0.650	2.609	3.565	7.603
GCF_000612055.1_ASM61205v1_protein.faa.named.faa	0.136	0.426	-0.333	0.725	7.377
GCF_000758725.1_ASM75872v1_protein.faa.named.faa	3.448	5.170	6.495	3.539	12.479
GCF_000009845.1_ASM984v1_protein.faa.named.faa	0.246	-0.546	0.166	-0.035	0.351
GCF_000968375.1_ASM96837v1_protein.faa.named.faa	3.025	19.084	4.541	0.599	9.960
GCF_001314995.1_ASM131499v1_protein.faa.named.faa	0.848	6.993	0.866	5.099	8.734
GCF_000385945.1_ASM38594v1_protein.faa.named.faa	0.004	3.066	3.410	2.099	15.464
GCF_000008785.1_ASM878v1_protein.faa.named.faa	1.903	2.603	1.602	3.931	8.382
GCF_000009005.1_ASM900v1_protein.faa.named.faa	0.076	0.942	2.418	2.307	8.864
GCF_000151105.2_ASM15110v2_protein.faa.named.faa	7.451	6.666	-0.255	0.545	6.182
GCF_000196435.1_ASM19643v1_protein.faa.named.faa	-0.206	0.792	1.648	4.104	8.117
GCF_000018265.1_ASM1826v1_protein.faa.named.faa	2.295	3.139	3.504	2.287	15.371
GCF_000018445.1_ASM1844v1_protein.faa.named.faa	-0.915	3.705	2.629	2.096	13.030
GCF_000025265.1_ASM2526v1_protein.faa.named.faa	0.613	3.584	4.296	3.196	14.987
GCF_000214155.1_ASM21415v1_protein.faa.named.faa	2.288	3.349	4.310	2.165	15.350
GCF_000012645.1_ASM1264v1_protein.faa.named.faa	2.347	5.529	7.441	3.421	10.751
GCF_000018485.1_ASM1848v1_protein.faa.named.faa	4.633	76.744	3.924	0.651	6.935
GCF_000266885.1_ASM26688v1_protein.faa.named.faa	0.512	2.005	3.888	6.128	14.231
GCF_000521605.1_ASM52160v1_protein.faa.named.faa	1.672	2.395	0.859	4.732	7.201
GCF_000215745.1_ASM21574v1_protein.faa.named.faa	1.173	5.612	3.855	6.265	15.625
GCF_000227745.2_ASM22774v3_protein.faa.named.faa	10.021	10.861	5.071	9.152	15.358
GCF_000253055.1_ASM25305v1_protein.faa.named.faa	9.635	5.917	0.830	1.603	9.220
GCF_000734975.2_ASM73497v2_protein.faa.named.faa	1.545	3.325	3.611	4.218	14.822
GCF_000010065.1_ASM1006v1_protein.faa.named.faa	3.365	9.237	8.519	3.660	14.824
GCF_000257545.3_ASM25754v3_protein.faa.named.faa	2.130	3.647	3.768	6.535	15.668
GCF_000026145.1_ASM2614v1_protein.faa.named.faa	1.521	6.296	7.290	6.791	18.785
GCF_000815025.1_ASM81502v1_protein.faa.named.faa	1.783	2.460	1.005	1.360	5.743
GCF_000015445.1_ASM1544v1_protein.faa.named.faa	0.034	0.792	1.648	1.525	7.217
GCF_000973505.1_ASM97350v1_protein.faa.named.faa	1.593	3.269	2.986	1.271	7.485
GCF_000284235.1_ASM28423v1_protein.faa.named.faa	2.878	6.666	4.876	4.588	15.376
GCF_000014865.1_ASM1486v1_protein.faa.named.faa	6.206	9.034	5.274	7.856	15.084
GCF_000785705.2_ASM78570v2_protein.faa.named.faa	4.381	17.887	7.542	7.972	17.175
GCF_000235585.1_ASM23558v1_protein.faa.named.faa	2.430	4.245	4.839	2.004	11.658
GCF_000225445.1_ASM22544v1_protein.faa.named.faa	2.167	3.023	2.957	0.997	7.367
GCF_000698845.1_ASM69884v1_protein.faa.named.faa	-0.605	7.829	6.336	4.148	18.169
GCF_001305675.1_ASM130567v1_protein.faa.named.faa	0.551	2.098	3.655	2.355	14.988
GCF_000007865.1_ASM786v1_protein.faa.named.faa	2.758	2.888	4.484	2.165	15.348
GCF_001190965.1_ASM119096v1_protein.faa.named.faa	-0.245	7.421	3.030	2.951	13.420
GCF_000226315.1_ASM22631v1_protein.faa.named.faa	-1.380	0.246	1.022	3.807	8.930
GCF_001183865.1_ASM118386v1_protein.faa.named.faa	-0.155	18.744	5.025	4.457	15.880
GCF_000204115.1_ASM20411v1_protein.faa.named.faa	3.603	6.389	2.493	8.038	14.147
GCF_000242255.2_ASM24225v3_protein.faa.named.faa	-0.438	3.295	4.045	5.445	15.240
GCF_001559115.1_ASM155911v1_protein.faa.named.faa	2.342	2.097	2.532	2.480	9.586
GCF_000196295.1_ASM19629v1_protein.faa.named.faa	-0.150	2.754	1.908	3.113	11.733
GCF_000092285.1_ASM9228v1_protein.faa.named.faa	-1.580	2.561	3.853	5.844	15.187
GCF_000011465.1_ASM1146v1_protein.faa.named.faa	1.876	5.346	8.378	3.421	10.933
GCF_000177615.2_ASM17761v2_protein.faa.named.faa	0.995	4.183	5.450	2.575	15.857
GCF_001017435.1_ASM101743v1_protein.faa.named.faa	-0.936	3.611	4.600	5.982	16.383
GCF_000513295.1_MGMSRv2_protein.faa.named.faa	5.834	5.806	6.268	8.785	17.102
GCF_000410575.1_ASM41057v1_protein.faa.named.faa	1.185	2.775	2.805	6.413	14.919
GCF_000010305.1_ASM1030v1_protein.faa.named.faa	1.425	3.411	2.134	5.524	13.517
GCF_000008025.1_ASM802v1_protein.faa.named.faa	0.791	2.412	1.784	3.704	7.049
GCF_000183385.1_ASM18338v1_protein.faa.named.faa	-0.892	-0.391	0.010	-0.177	-0.115
GCF_000025965.1_ASM2596v1_protein.faa.named.faa	1.063	3.394	3.489	9.052	14.780
GCF_000024445.1_ASM2444v1_protein.faa.named.faa	0.789	0.578	1.616	0.007	3.351
GCF_000025925.1_ASM2592v1_protein.faa.named.faa	-0.668	1.804	1.087	1.384	7.166
GCF_000219175.1_ASM21917v1_protein.faa.named.faa	1.784	3.249	1.905	0.148	5.788
GCF_000243155.2_ASM24315v3_protein.faa.named.faa	4.011	14.727	2.470	7.174	13.178
GCF_001693385.1_ASM169338v1_protein.faa.named.faa	1.979	8.022	7.069	7.685	19.188
GCF_001078055.1_ASM107805v1_protein.faa.named.faa	0.458	3.555	3.348	5.351	12.853
GCF_000800475.2_ASM80047v2_protein.faa.named.faa	0.243	0.421	1.722	0.586	3.582
GCF_000046845.1_ASM4684v1_protein.faa.named.faa	-1.120	3.137	3.063	1.954	12.769
GCF_000012925.1_ASM1292v1_protein.faa.named.faa	4.160	9.332	4.956	9.278	15.908
GCF_000024545.1_ASM2454v1_protein.faa.named.faa	3.273	3.769	3.576	2.023	15.600
GCF_000785495.1_ASM78549v1_protein.faa.named.faa	0.252	2.500	3.712	2.165	15.612
GCF_000019925.1_ASM1992v1_protein.faa.named.faa	-0.471	4.681	4.096	4.703	16.657
GCF_000010625.1_ASM1062v1_protein.faa.named.faa	2.479	10.191	7.188	4.042	15.396
GCF_000972245.3_ASM97224v3_protein.faa.named.faa	1.036	2.808	3.554	3.230	13.510
GCF_000973705.1_ASM97370v1_protein.faa.named.faa	2.507	5.529	3.032	1.064	8.494
GCF_000953695.1_AWOD1_protein.faa.named.faa	0.963	3.333	2.572	8.353	10.404
GCF_001558435.1_ASM155843v1_protein.faa.named.faa	2.221	2.780	3.034	8.574	11.882
GCF_000011085.1_ASM1108v1_protein.faa.named.faa	2.377	6.308	3.206	3.298	14.175
GCF_000243135.2_ASM24313v3_protein.faa.named.faa	4.790	13.389	2.431	7.174	12.218
GCF_001542565.1_ASM154256v1_protein.faa.named.faa	-2.444	0.514	3.489	2.460	13.109
GCF_000016425.1_ASM1642v1_protein.faa.named.faa	2.295	2.204	3.373	2.165	14.973
GCF_000019965.1_ASM1996v1_protein.faa.named.faa	2.594	5.114	3.458	6.201	14.538
GCF_001628715.1_ASM162871v1_protein.faa.named.faa	0.382	3.571	3.524	6.637	13.484
GCF_001455085.1_ASM145508v1_protein.faa.named.faa	0.498	5.057	3.161	0.640	5.396
GCF_000008565.1_ASM856v1_protein.faa.named.faa	0.697	4.303	3.851	3.762	14.362
GCF_000008685.2_ASM868v2_protein.faa.named.faa	-0.792	-0.359	0.575	-0.154	0.553
GCF_001661075.1_ASM166107v1_protein.faa.named.faa	1.624	3.711	3.814	7.497	16.227
GCF_000212335.1_ASM21233v1_protein.faa.named.faa	0.347	4.123	4.378	7.381	13.128
GCF_000706725.1_ASM70672v1_protein.faa.named.faa	0.271	1.666	4.503	3.552	10.655
GCF_000212395.1_ASM21239v1_protein.faa.named.faa	9.836	10.450	4.557	0.755	11.425
GCF_000009365.1_ASM936v1_protein.faa.named.faa	2.143	3.024	3.863	5.385	12.258
GCF_000196235.1_ASM19623v1_protein.faa.named.faa	-1.143	0.102	3.293	2.221	14.471
GCF_000198515.1_ASM19851v1_protein.faa.named.faa	3.963	3.256	3.311	3.864	14.916
GCF_000008005.1_ASM800v1_protein.faa.named.faa	1.726	2.979	4.283	3.726	13.954
GCF_000020785.1_ASM2078v1_protein.faa.named.faa	8.983	7.040	2.467	4.131	11.301
GCF_000746525.1_ASM74652v1_protein.faa.named.faa	0.621	4.042	2.674	7.497	15.640
GCF_000477435.1_ASM47743v1_protein.faa.named.faa	2.535	3.680	2.408	1.251	8.774
GCF_000009305.1_ASM930v1_protein.faa.named.faa	0.941	1.876	1.665	4.080	7.913
GCF_000013565.1_ASM1356v1_protein.faa.named.faa	0.947	10.046	5.936	4.514	16.132
GCF_000046685.1_ASM4668v1_protein.faa.named.faa	0.422	1.174	1.111	1.216	6.462
GCF_000006175.1_ASM617v2_protein.faa.named.faa	5.750	71.467	3.563	0.661	6.619
GCF_000243075.1_ASM24307v1_protein.faa.named.faa	2.999	3.613	3.542	8.027	14.277
GCF_000330845.1_ASM33084v1_protein.faa.named.faa	1.833	5.540	4.289	3.796	15.462
GCF_001023575.1_ASM102357v1_protein.faa.named.faa	0.624	8.603	3.815	3.004	14.078
GCF_000020025.1_ASM2002v1_protein.faa.named.faa	2.506	10.956	6.730	3.502	17.308
GCF_000755585.2_ASM75558v2_protein.faa.named.faa	-2.303	0.163	3.569	2.287	12.170
GCF_000237205.1_ASM23720v1_protein.faa.named.faa	-0.932	-2.270	1.308	0.993	4.490
GCF_000757825.1_ASM75782v1_protein.faa.named.faa	1.286	4.367	1.446	6.560	14.350
GCF_000367425.1_ASM36742v1_protein.faa.named.faa	1.134	5.604	2.715	3.918	14.719
GCF_001278095.1_ASM127809v1_protein.faa.named.faa	-0.226	3.154	3.410	2.352	15.464
GCF_000191145.1_ASM19114v1_protein.faa.named.faa	-0.934	3.661	2.549	2.311	13.404
GCF_000024845.1_ASM2484v1_protein.faa.named.faa	5.183	4.549	2.973	5.112	14.832
GCF_000012405.1_ASM1240v1_protein.faa.named.faa	1.657	2.710	4.102	2.502	14.316
GCF_000816845.1_ASM81684v1_protein.faa.named.faa	0.344	15.582	6.288	7.497	18.703
GCF_000022645.2_ASM2264v1_protein.faa.named.faa	-0.453	4.732	4.241	5.834	15.843
GCF_000022525.1_ASM2252v1_protein.faa.named.faa	1.302	1.275	1.293	3.927	7.301
GCF_000193395.1_ASM19339v1_protein.faa.named.faa	-0.024	0.689	-0.498	3.731	6.568
GCF_000148385.1_ASM14838v1_protein.faa.named.faa	9.801	5.456	1.630	2.632	9.403
GCF_000172635.2_ASM17263v2_protein.faa.named.faa	-1.878	4.420	3.840	4.251	11.129
GCF_000175575.2_ASM17557v2_protein.faa.named.faa	6.288	4.058	2.741	2.319	11.967
GCF_000321415.2_ASM32141v2_protein.faa.named.faa	10.250	5.380	2.918	8.445	16.429
GCF_000148645.1_ASM14864v1_protein.faa.named.faa	2.376	4.525	2.754	9.853	12.914
GCF_001281045.1_ASM128104v1_protein.faa.named.faa	-0.644	-0.205	0.087	0.218	0.260
GCF_000172995.2_ASM17299v2_protein.faa.named.faa	0.832	9.609	2.871	2.977	13.430
GCF_000940995.1_ASM94099v1_protein.faa.named.faa	1.891	4.666	5.193	9.234	13.688
GCF_000313175.2_ASM31317v2_protein.faa.named.faa	1.279	2.688	3.608	4.206	13.665
GCF_000007265.1_ASM726v1_protein.faa.named.faa	-1.757	0.044	0.425	1.087	1.276
GCF_000007085.1_ASM708v1_protein.faa.named.faa	2.926	7.306	0.860	1.117	7.039
GCF_000213805.1_ASM21380v1_protein.faa.named.faa	-1.326	2.855	2.932	7.598	15.011
GCF_000478885.1_ASM47888v1_protein.faa.named.faa	5.011	6.198	-0.066	3.621	7.885
GCF_001007875.1_ASM100787v1_protein.faa.named.faa	9.345	20.340	5.472	8.942	15.953
GCF_000296215.2_ASM29621v2_protein.faa.named.faa	1.845	7.095	7.356	6.956	19.198
GCF_000006905.1_ASM690v1_protein.faa.named.faa	-1.225	2.561	3.853	4.687	14.767
GCF_000024425.1_ASM2442v1_protein.faa.named.faa	2.188	2.778	3.830	3.197	14.762
GCF_000023165.1_ASM2316v1_protein.faa.named.faa	-0.597	-0.311	0.383	-0.035	0.044
GCF_000009345.1_ASM934v1_protein.faa.named.faa	2.139	5.603	2.846	6.387	15.183
GCF_001676765.1_ASM167676v1_protein.faa.named.faa	-0.431	9.904	6.398	3.889	17.925
GCF_000829315.1_ASM82931v1_protein.faa.named.faa	0.387	2.171	1.784	3.704	7.141
GCF_000800395.1_ASM80039v1_protein.faa.named.faa	1.174	2.718	4.134	3.844	13.751
GCF_001534645.1_ASM153464v1_protein.faa.named.faa	0.287	0.624	2.332	3.809	11.740
GCF_000496635.1_ASM49663v1_protein.faa.named.faa	-2.063	-0.650	2.609	3.489	7.603
GCF_001444365.1_ASM144436v1_protein.faa.named.faa	0.063	2.863	2.932	8.027	13.711
GCF_000014465.1_ASM1446v1_protein.faa.named.faa	-2.127	-0.168	-0.183	-0.523	1.668
GCF_001421015.1_ASM142101v1_protein.faa.named.faa	2.821	2.392	3.001	1.703	11.979
GCF_000973545.1_ASM97354v1_protein.faa.named.faa	1.151	3.121	2.963	0.915	7.778
