ID 	Specie 	SS	Kigdom 	Phylum 	Class 	Order 	Family 	Genus 	Guild	Category
GCF_000025945.1	Desulfotalea psychrophila LSv54	10.151	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobulbaceae	 Desulfotalea	SRB	Suli
GCF_000148385.1	Vulcanisaeta distributa DSM 14429	10.112	 Archaea	 Crenarchaeota	 Thermoprotei	 Thermoproteales	 Thermoproteaceae	 Vulcanisaeta	SRB/SR	Suli
GCF_000021985.1	Thioalkalivibrio sulfidiphilus HL-EbGr7	10.069	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Thioalkalivibrio	CLSB	Suli
GCF_000176915.2	Desulfovibrio aespoeensis Aspo-2	9.971	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	SRB	Suli
GCF_000253055.1	Thermoproteus tenax Kra 1	9.906	 Archaea	 Crenarchaeota	 Thermoprotei	 Thermoproteales	 Thermoproteaceae	 Thermoproteus	SR	Suli
GCF_000327045.1	Thioflavicoccus mobilis 8321	9.756	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Thioflavicoccus	PSB	Suli
GCF_000021565.1	Persephonella marina EX-H1	9.754	 Bacteria	 Aquificae	 Aquificales	 Hydrogenothermaceae	 Persephonella	0	CLSB	Suli
GCF_000024205.1	Desulfotomaculum acetoxidans DSM 771	9.615	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	SRB	Suli
GCF_000385565.1	Archaeoglobus sulfaticallidus PM70-1	9.569	 Archaea	 Euryarchaeota	 Archaeoglobi	 Archaeoglobales	 Archaeoglobaceae	 Archaeoglobus	SRB	Suli
GCF_000233715.2	Desulfotomaculum gibsoniae DSM 7213	9.528	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	SRB	Suli
GCF_000189295.2	Desulfovibrio desulfuricans ND132	9.487	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	SRB	Suli
GCF_000186885.1	Desulfobulbus propionicus DSM 2032	9.442	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobulbaceae	 Desulfobulbus	SRB	Suli
GCF_000020365.1	Desulfobacterium autotrophicum HRM2	9.317	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobacteraceae	 Desulfobacterium	SRB	Suli
GCF_000021905.1	Desulfatibacillum alkenivorans AK-01	9.284	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobacteraceae	 Desulfatibacillum	SRB	Suli
GCF_000015145.1	Hyperthermus butylicus DSM 5456	9.23	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Pyrodictiaceae	 Hyperthermus	SR	Suli
GCF_000020465.1	Chlorobium limicola DSM 245	9.23	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium/Pelodictyon group	GSB	Suli
GCF_000235605.1	Desulfosporosinus orientis DSM 765	9.128	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfosporosinus	SRB	Suli
GCF_000231385.2	Desulfosporosinus meridiei DSM 13257	9.06	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfosporosinus	SRB	Suli
GCF_000015125.1	Chlorobium phaeobacteroides DSM 266	8.974	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium/Pelodictyon group	GSB	Suli
GCF_000255115.2	Desulfosporosinus acidiphilus SJ4	8.91	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfosporosinus	SRB	Suli
GCF_000223395.1	Pyrolobus fumarii 1A	8.862	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Pyrodictiaceae	 Pyrolobus	SRB/SR	Suli
GCF_000191045.1	Desulfurobacterium thermolithotrophum DSM 11699	8.783	 Bacteria	 Aquificae	 Desulfurobacteriales	 Desulfurobacteriaceae	 Desulfurobacterium	0	SR	Suli
GCF_000016165.1	Desulfotomaculum reducens MI-1	8.706	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	SRB	Suli
GCF_000193375.1	Thermoproteus uzoniensis 768-20	8.705	 Archaea	 Crenarchaeota	 Thermoprotei	 Thermoproteales	 Thermoproteaceae	 Thermoproteus	SR	Suli
GCF_000018865.1	Chloroflexus aurantiacus J-10-fl	6.179	 Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales	 Chloroflexineae	 Chloroflexaceae	GSB	Suli
GCF_000828615.1	Thiolapillus brandeum	8.479	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiolapillus	0	0	SOM	Suli
GCF_000020625.1	Prosthecochloris aestuarii DSM 271	8.362	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Prosthecochloris	GSB	Suli
GCF_000018365.1	Thermococcus onnurineus NA1	8.308	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000017945.1	Ignicoccus hospitalis KIN4/I	8.288	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Desulfurococcaceae	 Ignicoccus	SR	Suli
GCF_000020505.1	Chlorobaculum parvum NCIB 8327	8.288	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobaculum	GSB	Suli
GCF_000265525.1	Thermococcus cleftensis	8.282	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000215995.1	Pyrococcus yayanosii CH1	8.24	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Pyrococcus	SR	Suli
GCF_000266945.1	Desulfomonile tiedjei DSM 6799	8.238	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophobacterales	 Syntrophaceae	 Desulfomonile	SRB	Suli
GCF_000221185.1	Thermococcus sp. 4557	8.198	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000015205.1	Pyrobaculum islandicum DSM 4184	8.15	 Archaea	 Crenarchaeota	 Thermoprotei	 Thermoproteales	 Thermoproteaceae	 Pyrobaculum	SR	Suli
GCF_001592435.1	Thermococcus peptonophilus	8.117	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000016085.1	Chlorobium phaeovibrioides DSM 265	8.116	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium/Pelodictyon group	GSB	Suli
GCF_000025605.1	Thermocrinis albus DSM 14484	8.087	 Bacteria	 Aquificae	 Aquificales	 Aquificaceae	 Thermocrinis	0	SOM	Suli
GCF_000007305.1	Pyrococcus furiosus DSM 3638	8.037	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Pyrococcus	SR	Suli
GCF_000018405.1	Desulfococcus oleovorans Hxd3	8.007	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobacteraceae	 Desulfococcus	SRB	Suli
GCF_000012965.1	Sulfurimonas denitrificans DSM 1251	7.988	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Sulfurimonas	CLSB	Suli
GCF_000021545.1	Sulfurihydrogenibium azorense Az-Fu1	7.907	 Bacteria	 Aquificae	 Aquificales	 Hydrogenothermaceae	 Sulfurihydrogenibium	0	SOM	Suli
GCF_001412615.1	Pyrodictium delaneyi	7.902	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Pyrodictiaceae	 Pyrodictium	SR	Suli
GCF_000185805.1	Thermovibrio ammonificans HB-1	7.886	 Bacteria	 Aquificae	 Desulfurobacteriales	 Desulfurobacteriaceae	 Thermovibrio	0	SRB/SR	Suli
GCF_000517445.1	Thermococcus paralvinellae	7.835	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000012485.1	Chlorobium luteolum DSM 273	7.742	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium/Pelodictyon group	GSB	Suli
GCF_000151105.2	Thermococcus barophilus MP	7.741	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000020825.1	Acidithiobacillus ferrooxidans ATCC 53993	7.655	 Bacteria	 Proteobacteria	 Acidithiobacillia	 Acidithiobacillales	 Acidithiobacillaceae	 Acidithiobacillus	SOM	Suli
GCF_000147355.1	Sulfurimonas autotrophica DSM 16294	7.651	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Sulfurimonas	CLSB	Suli
GCF_000008625.1	Aquifex aeolicus VF5	7.631	 Bacteria	 Aquificae	 Aquificales	 Aquificaceae	 Aquifex	0	SO/SR	Suli
GCF_000263735.1	Pyrococcus sp. ST04	7.609	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Pyrococcus	SR	Suli
GCF_000190315.1	Vulcanisaeta moutnovskia 768-28	7.544	 Archaea	 Crenarchaeota	 Thermoprotei	 Thermoproteales	 Thermoproteaceae	 Vulcanisaeta	SRB/SR	Suli
GCF_000211475.1	Pyrococcus sp. NA2	7.527	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Pyrococcus	SR	Suli
GCF_000010345.1	Sulfurovum sp. NBC37-1	7.437	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Sulfurovum	0	0	CLSB	Suli
GCF_000214095.2	Acidithiobacillus ferrivorans SS3	7.436	 Bacteria	 Proteobacteria	 Acidithiobacillia	 Acidithiobacillales	 Acidithiobacillaceae	 Acidithiobacillus	SOM	Suli
GCF_000025545.1	Thioalkalivibrio sp. K90mix	7.406	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Thioalkalivibrio	CLSB	Suli
GCF_000024885.1	Sulfurospirillum deleyianum DSM 6946	7.136	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Sulfurospirillum	SR	Suli
GCF_000015945.1	Staphylothermus marinus F1	7.111	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Desulfurococcaceae	 Staphylothermus	SR	Suli
GCF_000020325.1	Sulfurihydrogenibium sp. YO3AOP1	7.035	 Bacteria	 Aquificae	 Aquificales	 Hydrogenothermaceae	 Sulfurihydrogenibium	0	SOM	Suli
GCF_000512735.1	Thermocrinis ruber	7.002	 Bacteria	 Aquificae	 Aquificales	 Aquificaceae	 Thermocrinis	0	SOM	Suli
GCF_000242915.1	Sulfurimonas gotlandica GD1	6.995	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Sulfurimonas	CLSB	Suli
GCF_000092465.1	Staphylothermus hellenicus DSM 12710	6.94	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Desulfurococcaceae	 Staphylothermus	SR	Suli
GCF_000020525.1	Chloroherpeton thalassium ATCC 35110	6.913	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chloroherpeton	GSB	Suli
GCF_000016605.1	Metallosphaera sedula DSM 5348	6.753	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Metallosphaera	SOM	Suli
GCF_000021725.1	Nautilia profundicola AmH	6.725	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Nautiliales	 Nautiliaceae	 Nautilia	SR	Suli
GCF_000265295.1	Sulfurospirillum barnesii SES-3	6.684	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Sulfurospirillum	SR	Suli
GCF_000568815.1	Sulfurospirillum multivorans DSM 12446	6.612	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Sulfurospirillum	SR	Suli
GCF_000175575.2	Acidithiobacillus caldus ATCC 51756	6.525	 Bacteria	 Proteobacteria	 Acidithiobacillia	 Acidithiobacillales	 Acidithiobacillaceae	 Acidithiobacillus	SOM	Suli
GCF_000021945.1	Chloroflexus aggregans DSM 9485	6.291	 Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales	 Chloroflexineae	 Chloroflexaceae	GSB	Suli
GCF_000007005.1	Sulfolobus solfataricus P2	5.307	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Sulfolobus	SO/SR	Suli
GCF_000007345.1	Methanosarcina acetivorans C2A	5.753	 Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 Methanosarcinaceae	 Methanosarcina	S-org	Suli
GCF_000007985.2	Geobacter sulfurreducens PCA	5.695	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Geobacter	SRB	Suli
GCF_000008545.1	Thermotoga maritima MSB8	2.892	 Bacteria	 Thermotogae	 Thermotogales	 Thermotogaceae	 Thermotoga	0	SR	Suli
GCF_000009965.1	Thermococcus kodakarensis KOD1	5.867	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000010045.1	Desulfitobacterium hafniense Y51	4.813	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfitobacterium	SRB/SR	Suli
GCF_000011105.1	Pyrococcus horikoshii OT3	5.989	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Pyrococcus	SR	Suli
GCF_000011185.1	Thermoplasma volcanium GSS1	4.801	 Archaea	 Euryarchaeota	 Thermoplasmata	 Thermoplasmatales	 Thermoplasmataceae	 Thermoplasma	SO/SR	Suli
GCF_000011205.1	Sulfolobus tokodaii str. 7	5.341	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Sulfolobus	SO/SR	Suli
GCF_000011965.2	Ruegeria pomeroyi DSS-3	2.707	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Ruegeria	S-org	Suli
GCF_000012285.1	Sulfolobus acidocaldarius DSM 639	5.457	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Sulfolobus	SO/SR	Suli
GCF_000012605.1	Thiomicrospira crunogena XCL-2	2.984	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Piscirickettsiaceae	 Thiomicrospira	CLSB	Suli
GCF_000012885.1	Pelobacter carbinolicus DSM 2380	4.368	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Desulfuromonadaceae	 Pelobacter	SR	Suli
GCF_000014785.1	Alkalilimnicola ehrlichii MLHE-1	5.308	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Alkalilimnicola	SOM	Suli
GCF_000015045.1	Pelobacter propionicus DSM 2379	5.176	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Desulfuromonadaceae	 Pelobacter	SR	Suli
GCF_000015585.1	Halorhodospira halophila SL1	4.793	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Halorhodospira	PSB	Suli
GCF_000018305.1	Caldivirga maquilingensis IC-167	5.945	 Archaea	 Crenarchaeota	 Thermoprotei	 Thermoproteales	 Thermoproteaceae	 Caldivirga	SRB/SR	Suli
GCF_000018945.1	Thermotoga neapolitana DSM 4359	2.939	 Bacteria	 Thermotogae	 Thermotogales	 Thermotogaceae	 Thermotoga	0	SR	Suli
GCF_000019165.1	Heliobacterium modesticaldum Ice1	5.558	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Heliobacteriaceae	 Heliobacterium	GSB	Suli
GCF_000020905.1	Desulfurococcus kamchatkensis 1221n	4.689	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Desulfurococcaceae	 Desulfurococcus	SR	Suli
GCF_000022365.1	Thermococcus gammatolerans EJ3	5.281	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000022385.1	Sulfolobus islandicus L.S.2.15	5.128	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Sulfolobus	SO/SR	Suli
GCF_000022545.1	Thermococcus sibiricus MM 739	5.821	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000024765.1	Halothiobacillus neapolitanus c2	4.403	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Halothiobacillaceae	 Halothiobacillus	SOM	Suli
GCF_000092185.1	Thermosphaera aggregans DSM 11486	4.201	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Desulfurococcaceae	 Thermosphaera	SRB/SR	Suli
GCF_000092605.1	Thiomonas intermedia K12	3.045	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Thiomonas	0	CLSB	Suli
GCF_000092925.1	Starkeya novella DSM 506	0.699	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Starkeya	SR	Suli
GCF_000151205.2	Thermococcus sp. AM4	5.703	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000177635.2	Desulfurispirillum indicum S5	4.681	 Bacteria	 Chrysiogenetes	 Chrysiogenales	 Chrysiogenaceae	 Desulfurispirillum	0	SRB/SR	Suli
GCF_000186365.1	Desulfurococcus mucosus DSM 2162	4.675	 Archaea	 Crenarchaeota	 Thermoprotei	 Desulfurococcales	 Desulfurococcaceae	 Desulfurococcus	SR	Suli
GCF_000190635.1	Syntrophobotulus glycolicus DSM 8271	5.258	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Syntrophobotulus	SRB/SR	Suli
GCF_000194135.1	Hippea maritima DSM 10411	4.984	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfurellales	 Desulfurellaceae	 Hippea	SRB/SR	Suli
GCF_000203895.1	Paracoccus denitrificans PD1222	3.79	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Paracoccus	CLSB	Suli
GCF_000204925.1	Metallosphaera cuprina Ar-4	3.789	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Metallosphaera	SOM	Suli
GCF_000213215.1	Acidianus hospitalis W1	3.88	 Archaea	 Crenarchaeota	 Thermoprotei	 Sulfolobales	 Sulfolobaceae	 Acidianus	SO/SR	Suli
GCF_000214825.1	Thioalkalimicrobium cyclicum ALM1	2.848	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Piscirickettsiaceae	 Thioalkalimicrobium	CLSB	Suli
GCF_000224005.2	Marichromatium purpuratum 984	5.372	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Marichromatium	PSB	Suli
GCF_000227665.2	Thioalkalimicrobium aerophilum AL3	2.082	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Piscirickettsiaceae	 Thioalkalimicrobium	CLSB	Suli
GCF_000231405.2	Desulfitobacterium metallireducens DSM 15288	4.204	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfitobacterium	SRB/SR	Suli
GCF_000233775.1	Thermovirga lienii DSM 17291	4.225	 Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Thermovirga	SRB/SR	Suli
GCF_000243135.2	Desulfitobacterium dichloroeliminans LMG P-21439	5.278	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfitobacterium	SRB/SR	Suli
GCF_000243155.2	Desulfitobacterium dehalogenans ATCC 51507	4.386	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfitobacterium	SRB/SR	Suli
GCF_000350305.1	Thermoplasmatales archaeon BRNA1	4.195	 Archaea	 Euryarchaeota	 Thermoplasmata	 Thermoplasmatales	0	0	SRB/SR	Suli
GCF_000444995.1	Paracoccus aminophilus JCM 7686	0.276	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Paracoccus	CLSB	Suli
GCF_000517565.1	Desulfurella acetivorans A63	5.789	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfurellales	 Desulfurellaceae	 Desulfurella	SR	Suli
GCF_000585495.1	Thermococcus nautili	5.856	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000769655.1	Thermococcus eurythermalis	5.937	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000816105.1	Thermococcus guaymasensis DSM 11113	6.017	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_000828655.1	Thermotoga caldifontis AZM44c09	3.73	 Bacteria	 Thermotogae	 Thermotogales	 Thermotogaceae	 Thermotoga	0	SR	Suli
GCF_000828675.1	Thermotoga profunda AZM34c06	3.001	 Bacteria	 Thermotogae	 Thermotogales	 Thermotogaceae	 Thermotoga	0	SR	Suli
GCF_000970025.1	Methanosarcina barkeri MS	5.93	 Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 Methanosarcinaceae	 Methanosarcina	S-org	Suli
GCF_000987835.1	Sulfurovum lithotrophicum	5.397	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Sulfurovum	0	0	CLSB	Suli
GCF_001020955.1	Thioalkalivibrio versutus	5.777	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Thioalkalivibrio	CLSB	Suli
GCF_001278055.1	Desulfuromonas soudanensis	4.383	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Desulfuromonadaceae	 Desulfuromonas	SR	Suli
GCF_001484685.1	Thermococcus sp. 2319x1	5.993	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Thermococcus	SR	Suli
GCF_001548075.1	Rhodovulum sulfidophilum	4.775	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodovulum	PSB	Sur
GCF_001632845.1	Ectothiorhodospira sp. BSL-9	5.74	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Ectothiorhodospira	PSB	Suli
GCF_000018425.1	Candidatus Desulforudis audaxviator MP104C	11.972	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Candidatus Desulforudis	Sur	Sur
GCF_000828575.1	Methanothermobacter sp. CaT2	6.245	 Archaea	 Euryarchaeota	 Methanobacteria	 Methanobacteriales	 Methanobacteriaceae	 Methanothermobacter	Sur	Sur
GCF_000801295.1	endosymbiont of unidentified scaly snail isolate Monju	11.205	 Bacteria	 Proteobacteria	 Gammaproteobacteria	0	0	0	Sur	Sur
GCF_000297055.2	Sulfuricella denitrificans skB26	10.699	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Sulfuricellales	 Sulfuricellaceae	 Sulfuricella	Sur	Sur
GCF_000023225.1	Desulfomicrobium baculatum DSM 4028	10.495	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfomicrobiaceae	 Desulfomicrobium	Sur	Sur
GCF_000010785.1	Hydrogenobacter thermophilus TK-6	10.157	 Bacteria	 Aquificae	 Aquificales	 Aquificaceae	 Hydrogenobacter	0	Sur	Sur
GCF_001007875.1	Sedimenticola thiotaurini	10.109	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Sedimenticola	0	0	Sur	Sur
GCF_000212395.1	Thermodesulfobium narugense DSM 14796	10.012	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermodesulfobiaceae	 Thermodesulfobium	Sur	Sur
GCF_001293165.1	Candidatus Thioglobus autotrophicus	9.92	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Candidatus Thioglobus	0	0	Sur	Sur
GCF_000143965.1	Desulfarculus baarsii DSM 2075	9.607	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfarculales	 Desulfarculaceae	 Desulfarculus	Sur	Sur
GCF_000968135.1	Magnetospira sp. QH-2	9.594	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Magnetospira	Sur	Sur
GCF_000020785.1	Hydrogenobaculum sp. Y04AAS1	9.319	 Bacteria	 Aquificae	 Aquificales	 Aquificaceae	 Hydrogenobaculum	0	Sur	Sur
GCF_000092945.1	Thermincola potens JR	9.011	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Thermincola	Sur	Sur
GCF_000010405.1	Candidatus Vesicomyosocius okutanii HA	8.94	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 sulfur-oxidizing symbionts	0	0	Sur	Sur
GCF_000012865.1	Carboxydothermus hydrogenoformans Z-2901	8.907	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Carboxydothermus	Sur	Sur
GCF_000015105.1	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	8.87	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 sulfur-oxidizing symbionts	 Candidatus Ruthia	0	Sur	Sur
GCF_000024625.1	Methanocaldococcus vulcanius M7	8.847	 Archaea	 Euryarchaeota	 Methanococci	 Methanococcales	 Methanocaldococcaceae	 Methanocaldococcus	Sur	Sur
GCF_000725425.1	Palaeococcus pacificus DY20341	8.543	 Archaea	 Euryarchaeota	 Thermococci	 Thermococcales	 Thermococcaceae	 Palaeococcus	Sur	Sur
GCF_000025505.1	Ferroglobus placidus DSM 10642	8.541	 Archaea	 Euryarchaeota	 Archaeoglobi	 Archaeoglobales	 Archaeoglobaceae	 Ferroglobus	Sur	Sur
GCF_000010325.1	Nitratiruptor sp. SB155-2	8.51	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Nitratiruptor	0	0	Sur	Sur
GCF_000013105.1	Moorella thermoacetica ATCC 39073	8.447	 Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Moorella group	Sur	Sur
GCF_000828635.1	Sulfuritalea hydrogenivorans sk43H	8.436	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Sulfuritalea	Sur	Sur
GCF_000025705.1	Sideroxydans lithotrophicus ES-1	8.373	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Gallionellales	 Gallionellaceae	 Sideroxydans	Sur	Sur
